,oci_cat,oci,area_sq_ft,seg_cd,total_count,day_diff,func_cat,pvm_cat,status_cat
16443,1,77.24,21521.32,2,2249497.0,0,3,1,1
16444,1,61.56,21856.855,2,2249497.0,0,3,1,1
16445,1,71.21,21633.152,2,2249497.0,0,3,1,1
16446,1,73.74,21297.729,2,2249497.0,0,3,1,1
16447,1,58.04,21409.545,2,2249497.0,0,3,1,1
16448,1,64.27,21762.344,2,2249497.0,0,3,1,1
16449,1,75.66,20562.488,2,2249497.0,0,3,1,1
16450,1,76.4,21809.52,2,2249497.0,0,3,1,1
16451,1,68.18,22385.848,2,2249497.0,0,3,1,1
16452,1,68.17,21474.145,2,2249497.0,0,3,1,1
16453,1,70.04,22033.152,2,2249497.0,0,3,1,1
16454,1,60.69,21744.992,2,2249497.0,0,3,1,1
16455,1,66.77,21521.328,2,2249497.0,0,3,1,1
16456,1,61.05,21233.176,2,2249497.0,0,3,1,1
16457,1,58.72,21456.855,2,2249497.0,0,3,1,1
16458,1,80.06,32738.686,2,2249497.0,0,3,1,1
16459,1,79.76,42002.39,2,2249497.0,0,3,1,1
16460,1,77.96,18161.256,2,2249497.0,0,3,1,1
16461,1,75.57,17278.492,2,2249497.0,0,3,1,1
16462,1,79.6,16960.654,2,2249497.0,0,3,1,1
16463,1,79.85,17210.373,2,2249497.0,0,3,1,1
16464,1,78.03,17008.361,2,2249497.0,0,3,1,1
16465,1,69.76,17566.686,2,2249497.0,0,3,1,1
16466,1,75.86,13341.151,2,2249497.0,0,3,1,1
16467,1,59.15,29536.252,3,2249497.0,0,2,1,1
16468,0,38.53,29064.68,2,2249497.0,0,3,1,0
16469,0,33.78,18304.447,2,2249497.0,0,3,1,0
16470,1,66.07,47830.668,2,2249497.0,0,3,1,1
16471,1,65.97,28146.27,2,2249497.0,0,3,1,1
16472,1,65.97,28146.27,2,2249497.0,0,3,1,1
16473,1,82.05,21753.855,2,2249497.0,0,3,1,1
16474,1,70.19,21812.904,2,2249497.0,0,3,1,1
16475,1,80.81,57507.305,2,2249497.0,0,3,1,1
16476,1,80.43,26216.852,2,0.0,0,1,1,1
16477,1,81.72,20520.79,9,0.0,0,1,1,1
16478,1,44.46,17557.05,1,0.0,0,5,1,1
16479,1,53.01,7566.558,1,0.0,0,5,1,1
16480,0,30.58,6330.0,1,0.0,0,5,1,0
16481,1,50.32,5793.885,1,0.0,0,5,1,1
16482,1,56.0,21866.0,1,0.0,0,5,1,1
16483,1,50.18,76245.36,1,280385.0,0,4,1,1
16484,1,53.36,124750.35,1,280385.0,333,4,1,1
16485,1,64.3,46243.457,1,280385.0,333,4,1,1
16486,1,59.43,18888.75,1,0.0,0,1,1,1
16487,1,88.67,6843.8413,1,0.0,0,1,1,1
16488,1,46.86,6410.3936,1,0.0,0,1,1,1
16489,1,84.25,11447.706,6,0.0,0,1,1,1
16490,1,69.7,14573.328,9,0.0,0,1,1,1
16491,1,49.88,27289.8,4,10143.0,333,2,1,1
16492,1,51.56,11246.252,4,10143.0,333,2,1,1
16493,0,36.04,11283.268,4,10143.0,333,2,1,0
16494,1,65.37,10994.681,5,0.0,0,1,1,1
16495,1,50.43,3253.863,5,0.0,0,1,1,1
16496,1,50.57,6194.262,4,0.0,0,1,1,1
16497,1,78.2,29773.602,5,0.0,0,1,1,1
16498,1,45.54,14126.295,5,0.0,0,1,1,1
16499,1,86.05,20929.473,5,0.0,0,1,1,1
16500,1,86.05,20929.473,5,0.0,0,1,1,1
16501,1,84.75,7413.068,5,0.0,0,1,1,1
16502,1,84.75,7413.068,5,0.0,0,1,1,1
16503,1,81.93,10347.216,5,0.0,0,1,1,1
16504,1,81.93,10347.216,5,0.0,0,1,1,1
16505,1,42.85,18693.77,5,0.0,34,1,1,1
16506,1,84.23,47410.33,1,0.0,0,1,1,1
16507,1,84.23,47410.33,1,0.0,0,1,1,1
16508,1,83.03,42116.55,9,0.0,0,1,1,1
16509,1,75.61,13392.0,4,0.0,0,1,1,1
16510,1,69.24,61458.81,7,0.0,0,1,1,1
16511,1,59.26,10550.643,5,0.0,154,1,1,1
16512,1,59.26,10550.643,5,0.0,0,1,1,1
16513,1,71.22,10485.126,5,0.0,154,1,1,1
16514,1,71.22,10485.126,5,0.0,0,1,1,1
16515,1,68.94,9868.093,5,0.0,154,1,1,1
16516,1,68.94,9868.093,5,0.0,0,1,1,1
16517,1,96.0,5330.24,5,0.0,0,1,1,1
16518,1,84.21,15517.433,5,0.0,0,1,1,1
16519,1,86.9,6229.663,5,0.0,0,1,1,1
16520,1,69.85,33601.523,1,0.0,154,1,1,1
16521,1,69.85,33601.523,1,0.0,0,1,1,1
16522,1,63.51,18000.035,6,0.0,0,1,1,1
16523,1,81.66,9760.088,8,0.0,0,1,1,1
16524,1,52.27,36883.086,8,0.0,0,1,1,1
16525,1,65.77,13599.884,7,0.0,154,1,1,1
16526,1,79.37,17833.432,7,0.0,154,1,1,1
16527,1,58.04,10902.108,7,0.0,154,1,1,1
16528,1,80.07,17427.174,1,0.0,0,1,1,1
16529,1,86.66,12641.688,5,0.0,0,1,1,1
16530,1,83.99,12145.615,5,0.0,0,1,1,1
16531,1,82.3,11294.04,5,0.0,0,1,1,1
16532,1,86.26,19203.816,5,0.0,0,1,1,1
16533,1,82.34,7764.1523,5,0.0,0,1,1,1
16534,1,82.34,7764.1523,5,0.0,0,1,1,1
16535,1,83.2,11109.55,5,0.0,0,1,1,1
16536,1,83.2,11109.55,5,0.0,0,1,1,1
16537,1,85.72,13891.496,5,0.0,0,1,1,1
16538,1,85.72,13891.496,5,0.0,0,1,1,1
16539,1,88.11,10028.656,5,0.0,0,1,1,1
16540,1,88.11,10028.656,5,0.0,0,1,1,1
16541,1,80.32,25110.877,5,0.0,0,1,1,1
16542,1,80.32,25110.877,5,0.0,0,1,1,1
16543,1,91.32,10158.692,5,0.0,0,1,1,1
16544,1,91.32,10158.692,5,0.0,0,1,1,1
16545,1,87.39,32965.848,5,0.0,0,1,1,1
16546,1,87.39,32965.848,5,0.0,0,1,1,1
16547,1,91.89,17783.28,5,0.0,0,1,1,1
16548,1,88.47,33980.176,5,0.0,0,1,1,1
16549,1,87.66,15533.232,5,0.0,0,1,1,1
16550,1,87.66,15533.232,5,0.0,0,1,1,1
16551,1,90.52,49781.293,5,0.0,0,1,1,1
16552,1,85.66,18827.797,5,0.0,0,1,1,1
16553,1,91.83,25710.469,5,0.0,0,1,1,1
16554,1,40.86,19314.582,1,0.0,0,1,1,1
16555,0,28.67,12309.665,1,0.0,0,1,1,0
16556,1,63.73,12891.645,1,0.0,0,1,1,1
16557,1,84.9,5378.79,1,0.0,0,1,1,1
16558,1,90.28,3684.9,1,0.0,0,1,1,1
16559,1,82.68,13992.99,1,0.0,0,1,1,1
16560,1,57.95,13774.601,5,0.0,0,1,1,1
16561,1,84.4,15128.647,5,0.0,0,1,1,1
16562,1,84.4,6990.397,5,0.0,0,1,1,1
16563,1,74.16,8999.514,5,0.0,0,1,1,1
16564,1,56.68,5230.915,5,0.0,0,1,1,1
16565,1,76.02,10060.909,5,0.0,0,1,1,1
16566,1,76.02,10060.909,5,0.0,0,1,1,1
16567,1,81.18,6206.133,5,0.0,0,1,1,1
16568,1,81.18,6206.133,5,0.0,0,1,1,1
16569,1,81.32,19481.361,5,0.0,0,1,1,1
16570,1,81.32,19481.361,5,0.0,0,1,1,1
16571,1,87.3,14676.392,5,0.0,0,1,1,1
16572,1,90.24,21209.43,5,0.0,0,1,1,1
16573,1,81.66,7536.391,5,0.0,0,1,1,1
16574,1,85.15,26482.5,5,0.0,0,1,1,1
16575,1,98.0,4354.585,5,0.0,0,1,1,1
16576,1,98.0,4354.585,5,0.0,0,1,1,1
16577,1,70.89,49706.348,1,0.0,0,1,1,1
16578,1,50.12,12333.126,1,0.0,0,1,1,1
16579,1,83.13,8133.7754,5,0.0,0,1,1,1
16580,1,93.38,12726.602,5,0.0,0,1,1,1
16581,1,71.64,7517.02,5,0.0,0,1,1,1
16582,1,71.64,7517.02,5,0.0,0,1,1,1
16583,1,89.1,9590.087,5,0.0,0,1,1,1
16584,1,89.1,9590.087,5,0.0,0,1,1,1
16585,1,76.75,23636.514,5,0.0,0,1,1,1
16586,1,76.75,23636.514,5,0.0,0,1,1,1
16587,1,45.95,12314.341,1,0.0,0,1,1,1
16588,1,88.42,15331.863,5,0.0,0,1,1,1
16589,1,88.42,15331.863,5,0.0,0,1,1,1
16590,1,88.36,16852.568,5,0.0,0,1,1,1
16591,1,78.75,9766.774,5,0.0,0,1,1,1
16592,1,81.68,10729.804,5,0.0,0,1,1,1
16593,0,8.89,17725.486,1,0.0,0,1,1,0
16594,1,51.94,12233.136,1,0.0,0,1,1,1
16595,1,81.72,13232.041,5,0.0,0,1,1,1
16596,1,81.72,13232.041,5,0.0,0,1,1,1
16597,1,83.5,6861.6,5,0.0,0,1,1,1
16598,1,80.06,11391.974,5,0.0,0,1,1,1
16599,1,91.28,21507.256,5,0.0,0,1,1,1
16600,1,91.28,21507.256,5,0.0,0,1,1,1
16601,1,82.38,4667.103,7,0.0,193,1,1,1
16602,1,60.07,4783.563,7,0.0,193,1,1,1
16603,1,76.4,7606.1113,7,4763.0,193,2,1,1
16604,1,79.59,14752.616,7,4763.0,193,2,1,1
16605,1,81.5,7942.982,7,4763.0,193,2,1,1
16606,1,78.47,21443.535,7,4763.0,193,4,1,1
16607,1,87.66,7942.982,7,4763.0,193,4,1,1
16608,1,81.25,7892.992,7,4763.0,193,4,1,1
16609,1,87.46,22488.912,7,4763.0,193,4,1,1
16610,1,89.02,10495.645,7,4763.0,193,4,1,1
16611,1,81.48,12134.46,7,4763.0,193,4,1,1
16612,1,83.77,11239.309,7,4763.0,193,4,1,1
16613,1,84.24,15740.404,7,4763.0,193,4,1,1
16614,1,83.58,12338.404,7,4763.0,193,4,1,1
16615,1,88.22,16676.805,7,4763.0,193,4,1,1
16616,1,84.66,9912.428,7,4763.0,193,4,1,1
16617,1,88.32,16349.656,7,4763.0,193,4,1,1
16618,1,84.73,27879.104,7,4763.0,193,4,1,1
16619,1,85.37,17539.832,7,4763.0,193,4,1,1
16620,1,68.17,4312.546,5,0.0,0,1,1,1
16621,1,68.17,4312.546,5,0.0,0,1,1,1
16622,1,84.0,3815.0251,5,0.0,0,1,1,1
16623,1,84.0,3815.0251,5,0.0,0,1,1,1
16624,1,93.98,9772.7,5,0.0,0,1,1,1
16625,1,93.98,9772.7,5,0.0,0,1,1,1
16626,0,26.91,22201.105,6,40833.0,0,4,1,0
16627,1,55.48,32250.35,6,40833.0,0,4,1,1
16628,1,77.17,12550.105,6,40833.0,0,4,1,1
16629,1,83.21,25830.525,7,357999.0,193,3,1,1
16630,1,80.49,12368.72,7,357999.0,193,1,1,1
16631,1,86.24,62561.62,7,357999.0,193,3,1,1
16632,1,80.81,93625.11,7,357999.0,193,3,1,1
16633,1,65.0,5453.772,6,0.0,0,1,1,1
16634,1,65.0,5453.772,6,0.0,0,1,1,1
16635,1,60.58,11503.584,7,0.0,0,1,1,1
16636,1,58.92,11729.265,7,0.0,0,1,1,1
16637,1,64.64,8408.369,6,0.0,154,1,1,1
16638,1,64.64,8408.369,6,0.0,0,1,1,1
16639,1,72.15,10572.792,6,0.0,154,1,1,1
16640,1,72.15,10572.792,6,0.0,0,1,1,1
16641,1,68.52,11424.646,6,0.0,154,1,1,1
16642,1,68.52,11424.646,6,0.0,0,1,1,1
16643,1,63.93,6348.807,6,0.0,154,1,1,1
16644,1,63.93,6348.807,6,0.0,0,1,1,1
16645,1,78.24,21700.963,6,0.0,154,1,1,1
16646,1,78.24,21700.963,6,0.0,0,1,1,1
16647,1,90.21,5807.07,1,0.0,0,1,1,1
16648,1,68.96,5552.025,1,0.0,0,1,1,1
16649,1,68.12,22467.145,1,0.0,0,1,1,1
16650,1,75.83,10140.0,1,0.0,0,1,1,1
16651,1,89.0,2007.309,6,0.0,0,1,1,1
16652,1,79.95,9840.28,3,8107.0,0,1,1,1
16653,1,53.29,10760.968,5,0.0,0,1,1,1
16654,1,66.21,9843.392,5,0.0,0,1,1,1
16655,1,69.08,36062.297,5,0.0,0,1,1,1
16656,1,69.67,42095.41,5,0.0,154,1,1,1
16657,1,69.67,42095.41,5,0.0,0,1,1,1
16658,1,84.12,21540.027,7,0.0,0,1,1,1
16659,1,74.0,7808.771,4,0.0,0,1,1,1
16660,1,74.0,15450.138,4,0.0,0,1,1,1
16661,1,90.95,28937.973,1,0.0,0,4,1,1
16662,1,88.39,10151.739,1,0.0,0,4,1,1
16663,1,92.21,13197.236,1,0.0,0,4,1,1
16664,1,95.72,13990.428,1,0.0,0,4,1,1
16665,1,89.25,33893.875,1,0.0,0,4,1,1
16666,1,88.74,5733.432,1,0.0,0,4,1,1
16667,1,70.87,8520.0,1,0.0,0,1,1,1
16668,1,73.57,13847.732,1,0.0,0,5,1,1
16669,1,92.48,17331.568,1,0.0,0,4,1,1
16670,1,75.3,20422.564,1,0.0,0,5,1,1
16671,1,73.41,36826.984,8,0.0,154,5,1,1
16672,1,73.41,36826.984,8,0.0,0,5,1,1
16673,1,78.0,7908.006,4,0.0,0,1,1,1
16674,1,80.3,75582.375,5,0.0,0,3,1,1
16675,1,72.42,12808.474,5,180107.0,0,2,1,1
16676,1,69.12,93792.85,5,180107.0,0,2,1,1
16677,1,71.53,66957.56,5,180107.0,154,3,1,1
16678,1,71.53,66957.56,5,180107.0,0,3,1,1
16679,1,62.53,49281.508,5,180107.0,154,3,1,1
16680,1,62.53,49281.508,5,180107.0,0,3,1,1
16681,1,71.61,156431.12,5,180107.0,154,3,1,1
16682,1,71.61,156431.12,5,180107.0,0,3,1,1
16683,1,64.5,43166.766,5,180107.0,154,3,1,1
16684,1,75.39,14508.048,5,180107.0,154,3,1,1
16685,1,85.46,39790.227,5,180107.0,154,3,1,1
16686,1,77.24,56504.88,5,180107.0,154,3,1,1
16687,1,75.48,70330.72,5,180107.0,0,3,1,1
16688,1,72.81,100490.53,5,180107.0,154,3,1,1
16689,1,72.81,100490.53,5,180107.0,0,3,1,1
16690,1,67.97,12746.188,1,0.0,0,1,1,1
16691,1,67.97,12746.188,1,0.0,0,1,1,1
16692,1,95.4,8207.908,1,0.0,0,1,1,1
16693,1,79.52,18452.63,6,0.0,0,1,1,1
16694,1,71.59,9685.062,6,0.0,0,1,1,1
16695,1,78.38,6877.505,6,0.0,0,1,1,1
16696,1,86.47,11093.579,6,0.0,0,1,1,1
16697,1,86.69,10535.069,6,0.0,0,1,1,1
16698,1,92.82,16484.213,6,0.0,0,1,1,1
16699,1,84.33,8478.738,6,0.0,0,1,1,1
16700,1,89.36,13715.997,6,0.0,0,1,1,1
16701,1,71.66,12937.104,4,15524.0,0,1,1,1
16702,1,74.61,9350.428,4,15524.0,0,1,1,1
16703,1,71.51,9704.588,4,15524.0,0,1,1,1
16704,0,34.0,11548.244,4,15524.0,0,1,1,0
16705,1,50.31,7620.231,7,0.0,154,1,1,1
16706,1,50.31,7620.231,7,0.0,0,1,1,1
16707,1,80.35,13539.07,6,0.0,0,1,1,1
16708,1,85.93,20381.215,6,0.0,0,1,1,1
16709,1,88.0,4465.3105,6,0.0,0,1,1,1
16710,1,65.0,4128.354,6,0.0,0,1,1,1
16711,1,65.0,4128.354,6,0.0,0,1,1,1
16712,1,71.34,21209.389,6,0.0,0,1,1,1
16713,1,71.34,21209.389,6,0.0,0,1,1,1
16714,1,57.98,7429.374,6,0.0,0,1,1,1
16715,1,57.98,7429.374,6,0.0,0,1,1,1
16716,1,71.7,21779.992,6,0.0,0,1,1,1
16717,1,71.7,21779.992,6,0.0,0,1,1,1
16718,1,59.34,7521.816,6,0.0,0,1,1,1
16719,1,59.34,7521.816,6,0.0,0,1,1,1
16720,1,63.24,12911.364,6,0.0,0,1,1,1
16721,1,63.24,12911.364,6,0.0,0,1,1,1
16722,1,77.77,7501.494,6,0.0,0,1,1,1
16723,1,81.73,7592.139,6,0.0,0,1,1,1
16724,1,86.04,7471.512,6,0.0,0,1,1,1
16725,1,83.51,12933.474,6,0.0,0,1,1,1
16726,1,81.13,8070.06,6,0.0,0,1,1,1
16727,1,65.97,3479.994,6,0.0,0,1,1,1
16728,1,50.1,14370.126,1,0.0,0,1,1,1
16729,1,87.89,17652.504,7,0.0,0,1,1,1
16730,1,64.35,15215.82,6,20310.0,0,4,1,1
16731,1,68.92,13964.044,6,20310.0,0,4,1,1
16732,1,65.21,22593.516,6,20310.0,0,4,1,1
16733,1,75.04,35496.855,6,20310.0,0,1,1,1
16734,1,75.04,35496.855,6,20310.0,0,1,1,1
16735,1,68.3,8777.646,6,20310.0,0,1,1,1
16736,1,76.35,49120.324,6,20310.0,0,1,1,1
16737,1,76.35,49120.324,6,20310.0,0,1,1,1
16738,1,75.81,17517.428,6,20310.0,0,1,1,1
16739,1,75.81,17517.428,6,20310.0,0,1,1,1
16740,1,64.96,22593.826,6,20310.0,0,1,1,1
16741,1,64.96,22593.826,6,20310.0,0,1,1,1
16742,1,68.78,45304.746,5,20310.0,0,4,1,1
16743,1,52.98,8440.484,9,0.0,333,1,1,1
16744,1,93.4,6016.4883,1,0.0,0,1,1,1
16745,1,98.0,2935.2336,1,0.0,0,1,1,1
16746,1,96.4,8978.617,6,0.0,0,1,1,1
16747,1,96.4,8978.617,6,0.0,0,1,1,1
16748,1,80.8,8792.717,6,0.0,0,1,1,1
16749,1,80.8,8792.717,6,0.0,0,1,1,1
16750,1,92.8,21196.4,6,0.0,0,1,1,1
16751,1,92.8,21196.4,6,0.0,0,1,1,1
16752,1,71.19,7373.251,6,0.0,0,1,1,1
16753,1,71.19,7373.251,6,0.0,0,1,1,1
16754,1,65.79,76902.734,5,0.0,0,1,1,1
16755,1,77.75,10213.841,5,0.0,0,1,1,1
16756,0,11.0,3758.982,5,0.0,0,1,1,0
16757,0,19.36,10400.1,5,0.0,0,1,1,0
16758,0,15.57,8186.487,5,0.0,0,1,1,0
16759,1,77.67,4164.387,6,0.0,0,1,1,1
16760,1,52.74,35525.54,6,0.0,0,1,1,1
16761,1,80.52,38138.59,4,0.0,0,1,1,1
16762,1,81.44,10420.152,2,0.0,0,1,1,1
16763,1,75.93,10878.795,2,0.0,0,1,1,1
16764,1,62.05,5326.92,2,0.0,0,1,1,1
16765,1,76.15,72050.58,2,0.0,0,1,2,1
16766,1,65.0,13034.228,1,0.0,0,1,1,1
16767,1,65.0,13034.228,1,0.0,0,1,1,1
16768,1,57.21,18140.307,1,0.0,0,1,1,1
16769,1,93.06,9387.328,1,0.0,0,1,1,1
16770,1,98.52,7655.937,1,0.0,0,1,1,1
16771,1,79.63,36555.89,1,0.0,0,1,1,1
16772,1,86.83,29481.762,1,0.0,0,1,1,1
16773,1,45.32,6132.045,1,0.0,0,1,1,1
16774,1,67.89,17737.8,3,148004.0,0,2,1,1
16775,1,72.76,17809.225,3,148004.0,0,2,1,1
16776,1,54.71,3275.388,3,148004.0,0,2,1,1
16777,1,65.78,11907.208,3,148004.0,0,2,1,1
16778,1,66.69,16841.3,3,148004.0,0,2,1,1
16779,1,88.63,61120.0,7,93321.0,0,2,1,1
16780,1,81.26,117798.0,7,93321.0,0,2,1,1
16781,1,49.48,37277.28,1,151583.0,0,3,1,1
16782,1,51.49,204581.62,1,151583.0,0,3,1,1
16783,1,45.32,311387.78,1,151583.0,0,3,1,1
16784,1,89.2,17039.152,2,0.0,0,1,2,1
16785,1,81.07,10536.963,2,0.0,0,1,1,1
16786,1,48.93,9940.0,2,0.0,0,1,1,1
16787,1,78.87,9813.58,2,0.0,0,1,2,1
16788,1,68.29,27478.664,2,0.0,0,1,2,1
16789,1,77.9,7754.379,2,0.0,0,1,2,1
16790,1,66.88,8112.245,2,0.0,0,1,2,1
16791,1,51.3,12037.383,1,0.0,0,1,1,1
16792,1,81.24,15001.228,4,27195.0,0,1,1,1
16793,1,83.64,16035.168,4,27195.0,0,2,1,1
16794,1,89.4,13248.468,4,0.0,0,1,1,1
16795,1,74.32,9710.973,2,0.0,0,1,1,1
16796,1,71.25,35812.31,2,0.0,0,1,2,1
16797,1,66.78,10910.109,1,0.0,0,1,1,1
16798,1,74.98,22137.396,3,0.0,0,1,1,1
16799,1,74.98,22137.396,3,0.0,0,1,1,1
16800,1,74.13,37229.086,3,0.0,0,1,1,1
16801,1,74.13,37229.086,3,0.0,0,1,1,1
16802,1,76.64,14300.208,3,0.0,0,1,1,1
16803,1,76.64,14300.208,3,0.0,0,1,1,1
16804,1,77.63,5021.408,3,0.0,0,1,1,1
16805,1,77.63,5021.408,3,0.0,0,1,1,1
16806,0,35.19,12602.511,1,0.0,0,1,1,0
16807,1,82.99,12120.0,4,0.0,0,1,1,1
16808,1,74.28,7890.0,4,0.0,0,1,1,1
16809,1,84.41,8790.0,9,0.0,0,1,1,1
16810,1,78.11,8213.262,9,0.0,0,1,1,1
16811,1,84.04,27171.389,9,0.0,0,1,1,1
16812,1,84.04,27171.389,9,0.0,0,1,1,1
16813,1,89.69,15632.922,4,0.0,0,1,1,1
16814,1,86.4,22619.066,4,0.0,0,1,1,1
16815,1,89.25,24472.432,4,0.0,0,1,1,1
16816,1,87.09,43902.438,4,0.0,154,2,1,1
16817,1,87.09,43902.438,4,0.0,0,2,1,1
16818,1,41.8,35984.227,5,25829.0,0,2,3,1
16819,1,66.63,101465.53,5,25829.0,0,2,3,1
16820,1,43.5,164109.11,5,25829.0,0,2,3,1
16821,1,80.01,53054.867,4,5740.0,0,2,1,1
16822,1,81.52,10699.456,6,0.0,0,1,1,1
16823,1,81.52,10699.456,6,0.0,0,1,1,1
16824,1,78.74,9890.368,6,0.0,0,1,1,1
16825,1,78.74,9890.368,6,0.0,0,1,1,1
16826,1,77.14,10614.16,6,0.0,0,1,1,1
16827,1,77.14,10614.16,6,0.0,0,1,1,1
16828,1,69.63,10430.76,6,0.0,0,1,1,1
16829,1,76.13,10360.688,6,0.0,0,1,1,1
16830,1,84.87,17600.184,6,0.0,0,1,1,1
16831,1,83.12,9800.076,6,0.0,0,1,1,1
16832,1,88.44,10040.008,6,0.0,0,1,1,1
16833,1,78.59,10000.072,6,0.0,0,1,1,1
16834,1,75.08,11921.029,5,0.0,0,1,1,1
16835,1,63.2,7462.076,5,0.0,0,1,1,1
16836,1,59.24,22573.44,5,0.0,0,1,1,1
16837,1,98.0,6480.0,1,0.0,0,1,1,1
16838,1,89.18,17460.0,1,0.0,0,1,1,1
16839,1,71.89,8268.312,1,0.0,0,1,1,1
16840,1,65.94,23814.96,1,0.0,0,5,1,1
16841,1,54.12,7812.068,1,0.0,0,5,1,1
16842,1,56.31,40376.78,1,0.0,0,5,1,1
16843,1,57.65,8959.737,1,0.0,0,5,1,1
16844,0,17.03,8546.745,1,0.0,0,5,1,0
16845,1,67.92,11280.735,1,0.0,154,1,1,1
16846,1,67.92,11280.735,1,0.0,0,1,1,1
16847,1,71.26,4840.05,7,0.0,154,1,1,1
16848,1,71.26,4840.05,7,0.0,0,1,1,1
16849,1,84.0,2414.867,1,0.0,154,1,1,1
16850,1,84.0,2414.867,1,0.0,0,1,1,1
16851,1,75.81,7174.532,1,0.0,154,1,1,1
16852,1,75.81,7174.532,1,0.0,0,1,1,1
16853,1,84.67,7190.369,1,0.0,154,1,1,1
16854,1,84.67,7190.369,1,0.0,0,1,1,1
16855,1,87.0,5338.533,7,0.0,0,1,1,1
16856,1,61.19,16211.229,4,0.0,0,1,1,1
16857,1,88.0,6985.8,1,0.0,0,1,1,1
16858,1,90.69,15990.123,7,93488.0,0,1,1,1
16859,1,93.55,13954.507,7,93488.0,0,1,1,1
16860,1,86.21,10476.714,7,93488.0,0,1,1,1
16861,1,86.21,10476.714,7,93488.0,0,1,1,1
16862,1,88.96,39420.742,7,93488.0,0,1,1,1
16863,1,95.09,54860.98,7,93488.0,0,1,1,1
16864,1,91.52,45429.84,7,93488.0,0,1,1,1
16865,1,87.06,10640.097,1,0.0,193,1,1,1
16866,1,87.06,10640.097,1,0.0,0,1,1,1
16867,1,87.5,15449.793,1,0.0,193,1,1,1
16868,1,87.5,15449.793,1,0.0,0,1,1,1
16869,1,76.66,21399.795,1,0.0,193,1,1,1
16870,1,76.66,21399.795,1,0.0,0,1,1,1
16871,1,86.0,7159.9297,1,0.0,193,1,1,1
16872,1,88.21,16942.176,6,0.0,0,1,1,1
16873,1,88.54,9807.152,6,0.0,0,1,1,1
16874,1,90.14,10381.288,6,0.0,0,1,1,1
16875,1,92.9,7693.532,6,0.0,0,1,1,1
16876,1,91.21,10607.54,6,0.0,0,1,1,1
16877,1,96.35,8964.236,6,0.0,0,1,1,1
16878,1,88.9,19553.691,6,0.0,0,1,1,1
16879,1,93.87,11365.708,6,0.0,0,1,1,1
16880,1,91.22,15780.564,6,0.0,0,1,1,1
16881,1,91.6,8286.176,6,0.0,0,1,1,1
16882,1,74.7,15200.0,2,6559.0,154,4,1,1
16883,1,74.7,15200.0,2,6559.0,0,4,1,1
16884,1,65.42,5836.36,2,6559.0,0,4,1,1
16885,1,66.54,14938.488,2,6559.0,0,4,1,1
16886,1,75.79,15528.304,2,6559.0,0,4,1,1
16887,1,77.44,15016.452,2,6559.0,0,4,1,1
16888,1,82.74,15328.336,2,6559.0,0,4,1,1
16889,1,73.34,15272.352,2,6559.0,0,4,1,1
16890,1,80.94,15128.312,2,6559.0,0,4,1,1
16891,1,79.1,15128.312,2,6559.0,0,4,1,1
16892,1,61.72,15096.18,2,6559.0,0,4,1,1
16893,1,65.14,15192.112,2,6559.0,0,4,1,1
16894,1,68.54,14480.056,2,6559.0,154,4,1,1
16895,1,68.54,14480.056,2,6559.0,0,4,1,1
16896,1,63.56,14519.584,2,6559.0,0,4,1,1
16897,1,65.56,21335.885,2,6559.0,0,4,1,1
16898,1,71.73,22395.832,2,6559.0,194,4,1,1
16899,1,70.8,12767.12,2,6559.0,0,4,1,1
16900,1,79.25,12657.02,2,6559.0,0,4,1,1
16901,1,88.8,32299.535,2,6559.0,0,4,1,1
16902,0,32.84,5688.115,8,0.0,154,1,1,0
16903,0,32.84,5688.115,8,0.0,0,1,1,0
16904,1,66.0,4176.124,2,0.0,0,1,1,1
16905,1,95.0,21354.492,2,0.0,0,1,1,1
16906,1,95.0,21354.492,2,0.0,0,1,1,1
16907,1,66.89,13935.588,4,0.0,0,1,1,1
16908,1,66.22,11244.006,4,0.0,0,1,1,1
16909,1,62.49,8274.84,4,0.0,0,1,1,1
16910,1,89.58,25803.104,4,0.0,0,2,1,1
16911,1,90.22,29436.553,4,0.0,0,2,1,1
16912,1,83.87,26926.312,4,0.0,0,1,1,1
16913,1,97.33,10412.428,4,0.0,0,1,1,1
16914,1,66.17,34341.1,2,5560.0,0,3,1,1
16915,1,69.73,34455.617,2,5560.0,0,3,1,1
16916,1,62.91,34122.85,2,5560.0,0,3,1,1
16917,1,72.49,26304.309,2,5560.0,0,1,1,1
16918,1,69.24,26360.275,2,5560.0,0,1,1,1
16919,1,68.96,26272.2,2,5560.0,0,1,1,1
16920,1,85.07,26448.363,2,5560.0,0,1,1,1
16921,1,68.31,20312.82,2,5560.0,0,1,1,1
16922,1,63.55,7321.317,1,0.0,0,1,1,1
16923,1,63.55,7321.317,1,0.0,0,1,1,1
16924,1,65.0,8889.316,1,0.0,0,1,1,1
16925,1,64.14,20005.852,1,0.0,0,1,1,1
16926,1,63.0,2118.3848,1,0.0,0,1,1,1
16927,1,72.62,10728.533,4,0.0,0,1,1,1
16928,1,70.73,10512.064,4,0.0,0,1,1,1
16929,1,57.15,17176.727,7,367689.0,154,2,1,1
16930,1,57.15,17176.727,7,367689.0,0,2,1,1
16931,1,62.85,20901.654,7,367689.0,154,2,1,1
16932,1,62.85,20901.654,7,367689.0,0,2,1,1
16933,1,54.01,27858.826,7,367689.0,154,2,1,1
