,oci,seg_length_ft,seg_width_ft,area_sq_ft,oci_wt,seg_cd,length,width,paving_miles,oci_cat,func_cat,pvm_cat,status_cat,day_diff
909,93.98,676.2394,19.0,12848.549,1207455.2,4,677,19,0.1282197,1,1,1,1,0
910,36.84,678.0,48.0,32544.0,1199051.1,9,678,48,0.12840909,0,2,1,1,0
911,70.02,699.0,40.0,27960.0,1957759.2,9,699,40,0.13238636,1,2,1,1,0
912,100.0,176.0,40.0,7040.0,704000.0,9,176,40,0.03333333,1,2,1,2,154
913,100.0,176.0,40.0,7040.0,704000.0,9,176,40,0.03333333,1,2,1,1,0
914,59.24,710.9276,40.0,28437.104,1684614.0,9,711,40,0.1346591,1,2,1,2,154
915,59.24,710.9276,40.0,28437.104,1684614.0,9,711,40,0.1346591,1,2,1,1,0
916,50.32,521.6324,40.0,20865.297,1049941.8,9,522,40,0.09886364,1,2,1,2,154
917,50.32,521.6324,40.0,20865.297,1049941.8,9,522,40,0.09886364,1,2,1,1,0
918,81.79,453.4593,66.0,29928.314,2447896.8,9,454,66,0.1719697,1,3,1,1,0
919,71.61,505.0247,32.0,16160.79,1157209.5,9,506,32,0.09583333,1,3,1,1,0
920,84.04,705.1595,60.0,42309.57,3555696.2,4,706,60,0.26742426,1,3,1,1,0
921,63.03,589.2486,72.0,42425.9,2674104.5,4,590,72,0.22348484,1,3,1,1,0
922,85.89,319.5536,60.0,19173.217,1646749.1,4,320,60,0.12121212,1,3,1,1,0
923,90.97,635.1772,55.0,34934.746,3178083.8,4,636,55,0.24090908,1,3,1,1,0
924,63.17,482.0421,80.0,38563.367,2436125.0,4,483,80,0.18295455,1,2,1,1,0
925,72.38,1058.31,36.0,38099.16,2757693.5,9,1059,36,0.20056818,1,3,1,1,0
926,72.89,481.2669,72.0,34651.22,2525658.0,4,482,72,0.18257576,1,3,1,1,0
927,70.5,381.0476,55.0,20957.617,1477554.0,4,382,55,0.14469697,1,3,1,1,0
928,54.54,727.6002,32.0,23283.207,1269866.1,4,728,32,0.13787879,1,2,1,1,0
929,46.15,420.0299,30.0,12600.897,581531.4,9,421,30,0.07973485,1,1,1,2,154
930,46.15,420.0299,30.0,12600.897,581531.4,9,421,30,0.07973485,1,1,1,1,0
931,61.62,291.2449,56.0,16309.715,1004972.0,9,292,56,0.11060606,1,3,1,1,0
932,71.0,185.0972,36.0,6663.499,473108.44,9,186,36,0.035227273,1,2,1,2,154
933,71.0,185.0972,36.0,6663.499,473108.44,9,186,36,0.035227273,1,2,1,1,0
934,67.0,151.0319,36.0,5437.1484,364288.94,9,152,36,0.02878788,1,1,1,2,154
935,67.0,151.0319,36.0,5437.1484,364288.94,9,152,36,0.02878788,1,1,1,1,0
936,57.33,275.1473,36.0,9905.303,567871.0,9,276,36,0.052272726,1,1,1,2,154
937,57.33,275.1473,36.0,9905.303,567871.0,9,276,36,0.052272726,1,1,1,1,0
938,76.12,253.0179,36.0,9108.645,693350.0,4,254,36,0.04810606,1,1,1,1,0
939,76.12,253.0179,36.0,9108.645,693350.0,4,254,36,0.04810606,1,1,1,1,0
940,90.89,266.0,36.0,9576.0,870343.5,4,266,36,0.05037879,1,1,1,1,0
941,90.89,266.0,36.0,9576.0,870343.5,4,266,36,0.05037879,1,1,1,1,0
942,80.69,544.0,36.0,19584.0,1580154.6,4,544,36,0.1030303,1,1,1,1,0
943,79.44,903.0,36.0,32508.0,2582370.5,4,903,36,0.17102273,1,1,1,1,0
944,79.44,376.0,36.0,13536.0,1075326.9,4,376,36,0.07121212,1,1,1,1,0
945,41.56,245.1583,36.0,8825.699,366796.03,4,246,36,0.04659091,1,1,1,1,0
946,71.86,1157.5314,40.0,46301.258,3327393.5,9,1158,40,0.21931818,1,2,1,1,0
947,64.77,382.2943,56.0,21408.48,1386670.1,9,383,56,0.14507575,1,3,1,1,0
948,84.29,867.2202,36.0,31219.928,2631465.2,4,868,36,0.16439393,1,1,1,1,0
949,63.53,242.0,30.0,7260.0,461227.8,4,242,30,0.045833334,1,1,1,2,333
950,47.69,646.0379,30.0,19381.137,924286.44,9,647,30,0.12253788,1,1,1,1,0
951,85.8,165.528,30.0,4965.84,426069.06,4,166,30,0.031439394,1,1,1,1,0
952,89.76,853.9587,36.0,30742.514,2759571.0,4,854,36,0.16174242,1,1,1,2,154
953,89.76,853.9587,36.0,30742.514,2759571.0,4,854,36,0.16174242,1,1,1,1,0
954,70.0,514.5287,28.0,14406.804,1008476.25,4,515,28,0.09753788,1,5,1,2,333
955,65.71,400.1142,28.0,11203.197,736162.1,4,401,28,0.07594697,1,5,1,2,333
956,38.77,405.0,36.0,14580.0,565266.6,4,405,36,0.07670455,0,1,1,2,333
957,52.35,872.0576,30.0,26161.729,1369461.9,9,873,30,0.16534092,1,1,1,1,0
958,77.08,368.0,36.0,13248.0,1021155.8,4,368,36,0.06969697,1,5,1,2,333
959,88.4,645.7861,36.0,23248.299,2055056.8,9,646,36,0.12234849,1,1,1,4,217
960,88.4,645.7861,36.0,23248.299,2055056.8,9,646,36,0.12234849,1,1,1,1,0
961,69.46,743.6655,30.0,22309.965,1549560.9,9,744,30,0.14090909,1,1,1,4,217
962,69.46,743.6655,30.0,22309.965,1549560.9,9,744,30,0.14090909,1,1,1,1,0
963,66.1,180.0027,30.0,5400.081,356945.34,9,181,30,0.034280304,1,1,1,2,333
964,83.84,483.6834,40.0,19347.336,1622003.2,9,484,40,0.09166667,1,2,1,1,0
965,84.7,506.7741,78.0,39528.38,3348212.0,4,507,78,0.19204545,1,2,1,1,0
966,77.64,144.2282,40.0,5769.128,447938.2,4,145,40,0.027462121,1,2,1,1,0
967,95.4,141.9252,40.0,5677.008,541586.56,4,142,40,0.02689394,1,2,1,1,0
968,95.5,652.1106,40.0,26084.424,2491062.5,4,653,40,0.12367424,1,2,2,1,0
969,51.97,730.4058,40.0,29216.232,1518367.6,4,731,40,0.13844697,1,2,1,2,154
970,51.97,730.4058,40.0,29216.232,1518367.6,4,731,40,0.13844697,1,2,1,1,0
971,72.4,226.1432,30.0,6784.296,491183.03,9,227,30,0.042992424,1,1,1,2,333
972,67.8,333.006,30.0,9990.18,677334.2,9,334,30,0.063257575,1,1,1,2,333
973,48.82,694.0259,30.0,20820.777,1016470.3,4,695,30,0.13162878,1,1,1,1,0
974,55.06,446.2523,30.0,13387.569,737119.56,4,447,30,0.08465909,1,2,1,1,0
975,70.24,272.3607,30.0,8170.821,573918.44,4,273,30,0.051704545,1,1,2,1,0
976,98.0,90.0,32.0,2880.0,282240.0,4,90,32,0.017045455,1,1,1,1,0
977,85.93,1137.0,36.0,40932.0,3517286.8,9,1137,36,0.21534091,1,1,1,1,0
978,54.98,762.006,20.0,15240.12,837962.75,9,763,20,0.14450757,1,1,1,1,0
979,32.17,318.0063,36.0,11448.227,368243.66,9,319,36,0.06041667,0,2,1,1,0
980,32.17,318.0063,36.0,11448.227,368243.66,9,319,36,0.06041667,0,2,1,1,0
981,31.56,254.071,36.0,9146.556,288665.3,9,255,36,0.048295453,0,2,1,1,0
982,31.56,254.071,36.0,9146.556,288665.3,9,255,36,0.048295453,0,2,1,1,0
983,70.43,46.0,40.0,1840.0,129591.2,9,46,40,0.008712121,1,1,1,2,154
984,19.8,1126.1921,36.0,40542.914,802749.75,9,1127,36,0.21344697,0,1,1,2,154
985,85.1,253.0713,36.0,9110.566,775345.7,4,254,36,0.04810606,1,1,1,1,0
986,85.1,253.0713,36.0,9110.566,775345.7,4,254,36,0.04810606,1,1,1,1,0
987,91.64,253.0496,36.0,9109.785,834820.75,4,254,36,0.04810606,1,1,1,1,0
988,85.84,281.1136,36.0,10120.09,868708.5,4,282,36,0.053409092,1,1,1,1,0
989,97.6,147.0136,36.0,5292.4897,516547.0,4,148,36,0.028030302,1,1,1,1,0
990,83.28,115.0175,36.0,4140.63,344815.1,4,116,36,0.021969697,1,1,1,1,0
991,74.0,124.0041,36.0,4464.1475,330346.94,4,125,36,0.023674242,1,1,1,1,0
992,73.47,300.0001,30.0,9000.003,661266.25,4,301,30,0.057007577,1,2,1,1,0
993,69.3,498.0,36.0,17928.0,1242482.1,4,498,36,0.09431818,1,2,1,1,0
994,74.81,686.0466,36.0,24697.678,1847534.5,4,687,36,0.13011363,1,2,1,1,0
995,71.09,576.1252,36.0,20740.508,1474484.1,4,577,36,0.1092803,1,2,1,1,0
996,49.94,289.529,36.0,10423.044,520485.12,9,290,36,0.054924242,1,2,1,1,0
997,49.94,289.529,36.0,10423.044,520485.12,9,290,36,0.054924242,1,2,1,1,0
998,88.86,432.9417,36.0,15585.901,1384963.1,9,433,36,0.08200758,1,1,1,1,0
999,74.27,1203.0701,40.0,48122.805,3573888.2,4,1204,40,0.22803031,1,1,3,1,0
1000,62.48,269.0299,36.0,9685.076,605123.56,9,270,36,0.051136363,1,1,1,1,0
1001,73.63,255.0077,36.0,9180.277,675907.06,9,256,36,0.048484847,1,1,1,1,0
1002,98.0,98.3125,36.0,3539.25,346846.5,9,99,36,0.01875,1,1,1,2,154
1003,98.0,98.3125,36.0,3539.25,346846.5,9,99,36,0.01875,1,1,1,1,0
1004,82.5,564.4198,36.0,20319.113,1676245.5,9,565,36,0.10700758,1,1,1,1,0
1005,82.5,564.4198,36.0,20319.113,1676245.5,9,565,36,0.10700758,1,1,1,1,0
1006,90.63,237.3813,36.0,8545.727,774465.06,9,238,36,0.04507576,1,2,1,1,0
1007,81.74,248.2014,36.0,8935.25,730331.6,9,249,36,0.04715909,1,2,1,1,0
1008,82.0,255.3174,36.0,9191.427,753715.4,9,256,36,0.048484847,1,2,1,1,0
1009,41.69,236.0296,36.0,8497.065,354276.66,9,237,36,0.044886366,1,2,1,1,0
1010,75.93,600.7428,36.0,21626.74,1642161.6,9,601,36,0.11382576,1,2,1,1,0
1011,72.0,295.4471,36.0,10636.096,765798.9,9,296,36,0.056060605,1,2,1,1,0
1012,71.41,132.444,36.0,4767.984,340462.66,9,133,36,0.025189394,1,2,1,1,0
1013,87.57,153.8438,36.0,5538.377,484984.6,9,154,36,0.029166667,1,2,1,1,0
1014,78.87,565.2769,36.0,20349.969,1605002.0,9,566,36,0.10719697,1,2,1,1,0
1015,57.25,607.5282,30.0,18225.846,1043429.7,4,608,30,0.11515152,1,2,1,1,0
1016,88.22,598.5033,33.0,19750.61,1742398.8,4,599,33,0.11344697,1,1,1,1,0
1017,74.0,113.3051,33.0,3739.0684,276691.06,4,114,33,0.021590909,1,1,1,1,0
1018,77.65,790.063,36.0,28442.268,2208599.0,9,791,36,0.14981061,1,1,1,4,217
1019,77.65,790.063,36.0,28442.268,2208599.0,9,791,36,0.14981061,1,1,1,1,0
1020,71.55,190.0108,36.0,6840.3887,489416.12,9,191,36,0.03617424,1,1,1,4,217
1021,71.55,190.0108,36.0,6840.3887,489416.12,9,191,36,0.03617424,1,1,1,1,0
1022,74.86,136.0144,36.0,4896.5186,366572.97,9,137,36,0.02594697,1,1,1,4,217
1023,74.86,136.0144,36.0,4896.5186,366572.97,9,137,36,0.02594697,1,1,1,1,0
1024,81.87,87.0059,40.0,3480.236,284933.88,9,88,40,0.016666668,1,1,1,1,0
1025,74.07,352.3854,30.0,10571.562,783056.75,9,353,30,0.066856064,1,2,1,1,0
1026,75.64,331.0,24.0,7944.0,600884.2,9,331,24,0.062689394,1,1,1,1,0
1027,75.64,331.0,24.0,7944.0,600884.2,9,331,24,0.062689394,1,1,1,1,0
1028,82.92,158.0,30.0,4740.0,393040.8,9,158,30,0.029924242,1,1,1,1,0
1029,82.92,158.0,30.0,4740.0,393040.8,9,158,30,0.029924242,1,1,1,1,0
1030,78.63,830.0,35.0,29050.0,2284201.5,9,830,35,0.15719697,1,1,1,1,0
1031,86.52,706.0,35.0,24710.0,2137810.2,9,706,35,0.13371213,1,1,1,1,0
1032,78.1,253.0,35.0,8855.0,691610.94,9,253,35,0.047916666,1,1,1,1,0
1033,83.06,342.0023,40.0,13680.092,1136323.1,9,343,40,0.06496212,1,1,1,1,0
1034,85.85,411.0125,40.0,16440.5,1411384.0,9,412,40,0.0780303,1,2,1,1,0
1035,85.75,369.7464,30.0,11092.392,951194.8,9,370,30,0.07007576,1,1,1,1,0
1036,86.81,846.1278,36.0,30460.602,2644345.8,9,847,36,0.16041666,1,1,1,1,0
1037,84.38,388.034,36.0,13969.224,1178779.0,9,389,36,0.07367424,1,1,1,1,0
1038,37.69,350.9211,36.0,12633.159,476169.06,9,351,36,0.06647728,0,1,1,1,0
1039,25.62,725.9238,36.0,26133.256,669534.06,9,726,36,0.1375,0,1,1,1,0
1040,79.93,1177.1874,32.0,37669.996,3010962.8,4,1178,32,0.22310606,1,1,1,1,0
1041,84.39,618.1374,32.0,19780.396,1669267.6,4,619,32,0.11723485,1,1,1,1,0
1042,89.53,256.0701,36.0,9218.523,825352.9,4,257,36,0.04867424,1,1,1,2,154
1043,89.53,256.0701,36.0,9218.523,825352.9,4,257,36,0.04867424,1,1,1,1,0
1044,85.23,672.1458,36.0,24197.248,2062428.2,4,673,36,0.12746212,1,1,1,2,154
1045,85.23,672.1458,36.0,24197.248,2062428.2,4,673,36,0.12746212,1,1,1,1,0
1046,38.42,317.0395,36.0,11413.422,438503.7,4,318,36,0.06022727,0,1,1,2,154
1047,38.42,317.0395,36.0,11413.422,438503.7,4,318,36,0.06022727,0,1,1,1,0
1048,83.2,253.0179,36.0,9108.645,757839.2,4,254,36,0.04810606,1,1,1,2,154
1049,83.2,253.0179,36.0,9108.645,757839.2,4,254,36,0.04810606,1,1,1,1,0
1050,78.71,255.0704,18.0,4591.267,361387.8,4,256,18,0.048484847,1,1,1,4,217
1051,78.71,255.0704,18.0,4591.267,361387.8,4,256,18,0.048484847,1,1,1,1,0
1052,63.9,250.0721,18.0,4501.298,287623.94,4,251,18,0.04753788,1,1,1,4,217
1053,63.9,250.0721,18.0,4501.298,287623.94,4,251,18,0.04753788,1,1,1,1,0
1054,68.85,254.0736,18.0,4573.3247,314855.12,4,255,18,0.048295453,1,1,1,4,217
1055,68.85,254.0736,18.0,4573.3247,314855.12,4,255,18,0.048295453,1,1,1,1,0
1056,82.0,172.0465,18.0,3096.837,253940.64,4,173,18,0.032765154,1,1,1,4,217
1057,82.0,172.0465,18.0,3096.837,253940.64,4,173,18,0.032765154,1,1,1,1,0
1058,87.82,1245.8954,40.0,49835.816,4376382.0,4,1246,40,0.23598485,1,2,1,1,0
1059,86.47,219.1169,40.0,8764.676,757899.06,4,220,40,0.041666668,1,1,1,1,0
1060,92.72,199.01,40.0,7960.4,738120.1,4,200,40,0.03787879,1,1,1,1,0
1061,88.01,283.016,40.0,11320.64,996306.9,4,284,40,0.05378788,1,1,1,1,0
1062,90.73,371.0053,40.0,14840.212,1346393.1,4,372,40,0.070454545,1,1,1,1,0
1063,11.21,388.0648,36.0,13970.333,156607.44,9,389,36,0.07367424,0,1,1,1,0
1064,67.76,567.3887,60.0,34043.32,2306911.8,9,568,60,0.21515152,1,2,1,1,0
1065,64.31,392.1152,68.0,26663.834,1714697.8,9,393,68,0.14886364,1,3,1,1,0
1066,61.36,390.046,40.0,15601.84,957266.5,9,391,40,0.07405303,1,2,1,1,0
1067,82.39,394.033,35.0,13791.155,1136225.6,9,395,35,0.07481061,1,1,1,1,0
1068,72.53,274.0016,52.0,14248.083,1033470.44,3,275,52,0.104166664,1,2,1,1,0
1069,68.22,251.3474,25.0,6283.685,428673.0,3,252,25,0.047727272,1,1,1,1,0
1070,63.93,681.0,52.0,35412.0,2263747.5,3,681,52,0.25795454,1,1,1,1,0
1071,40.69,655.0,52.0,34060.0,1385901.4,3,655,52,0.24810606,1,1,1,1,0
1072,61.92,673.0,52.0,34996.0,2166812.2,3,673,52,0.25492424,1,1,1,1,0
1073,78.67,565.0883,36.0,20343.18,1600357.2,4,566,36,0.10719697,1,1,1,1,0
1074,60.96,645.0,52.0,33540.0,2044665.5,3,645,52,0.24431819,1,1,1,1,0
1075,60.96,645.0,52.0,33540.0,2044665.5,3,645,52,0.24431819,1,1,1,1,0
1076,75.66,450.5861,30.0,13517.583,1022740.3,4,451,30,0.08541667,1,1,1,1,0
1077,75.66,450.5861,30.0,13517.583,1022740.3,4,451,30,0.08541667,1,1,1,1,0
1078,89.94,472.0,36.0,16992.0,1528192.5,1,472,36,0.089393936,1,1,1,1,0
1079,74.76,462.5736,30.0,13877.208,1037515.56,1,463,30,0.08768939,1,1,1,1,0
1080,76.85,554.8365,30.0,16645.096,1279142.2,1,555,30,0.10511363,1,1,1,1,0
1081,92.64,1152.9451,36.0,41506.023,3845118.0,2,1153,36,0.21837121,1,1,1,2,154
1082,92.64,1152.9451,36.0,41506.023,3845118.0,2,1153,36,0.21837121,1,1,1,1,0
1083,70.62,377.6815,36.0,13596.534,960241.6,2,378,36,0.07159091,1,4,1,2,154
1084,83.59,501.0,30.0,15030.0,1256297.6,6,501,30,0.09488636,1,1,1,4,193
1085,74.38,410.8623,30.0,12325.869,916798.1,5,411,30,0.07784091,1,1,1,1,0
1086,87.64,454.8626,30.0,13645.878,1195979.4,5,455,30,0.08617424,1,1,1,1,0
1087,91.33,277.8922,33.0,9170.442,837536.5,9,278,33,0.052651513,1,1,1,1,0
1088,85.69,327.5521,36.0,11791.876,1010493.0,9,328,36,0.062121212,1,1,1,1,0
1089,72.24,175.7962,36.0,6328.663,457182.62,9,176,36,0.03333333,1,1,1,1,0
1090,61.47,247.0621,40.0,9882.484,607476.3,9,248,40,0.046969697,1,1,1,1,0
1091,81.01,399.4962,52.0,20773.803,1682968.9,9,400,52,0.15151516,1,1,1,1,0
1092,93.67,298.9132,52.0,15543.486,1455958.4,8,299,52,0.11325758,1,4,1,1,0
1093,73.83,623.327,52.0,32413.004,2393117.0,8,624,52,0.23636363,1,1,1,2,154
1094,73.83,623.327,52.0,32413.004,2393117.0,8,624,52,0.23636363,1,1,1,1,0
1095,85.32,353.0,30.0,10590.0,903517.6,2,353,30,0.066856064,1,1,1,1,0
1096,98.0,186.5502,36.0,6715.807,658149.1,6,187,36,0.035416666,1,5,1,1,0
1097,83.52,461.0011,40.0,18440.045,1540038.8,6,462,40,0.0875,1,1,1,4,193
1098,83.52,461.0011,40.0,18440.045,1540038.8,6,462,40,0.0875,1,1,1,1,0
1099,89.51,412.9998,40.0,16519.992,1478671.5,6,413,40,0.0782197,1,5,1,4,193
1100,89.51,412.9998,40.0,16519.992,1478671.5,6,413,40,0.0782197,1,5,1,1,0
1101,94.94,909.0007,40.0,36360.027,3452166.5,6,910,40,0.17234848,1,2,1,4,193
1102,94.94,909.0007,40.0,36360.027,3452166.5,6,910,40,0.17234848,1,2,1,1,0
1103,86.01,356.1743,40.0,14246.972,1225353.6,6,357,40,0.06761364,1,2,1,4,193
1104,86.01,356.1743,40.0,14246.972,1225353.6,6,357,40,0.06761364,1,2,1,1,0
1105,63.97,107.6252,40.0,4305.008,275399.97,6,108,40,0.020454545,1,5,1,4,193
1106,63.97,107.6252,40.0,4305.008,275399.97,6,108,40,0.020454545,1,5,1,1,0
1107,87.13,382.6744,40.0,15306.976,1333666.2,6,383,40,0.07253788,1,5,1,4,193
1108,87.13,382.6744,40.0,15306.976,1333666.2,6,383,40,0.07253788,1,5,1,1,0
1109,73.97,546.3275,36.0,19667.79,1454826.4,7,547,36,0.10359848,1,1,1,1,0
1110,73.97,546.3275,36.0,19667.79,1454826.4,7,547,36,0.10359848,1,1,1,1,0
1111,54.87,322.5816,36.0,11612.9375,637178.7,6,323,36,0.061174244,1,1,1,2,333
1112,41.65,761.0024,36.0,27396.086,1140937.4,6,762,36,0.14431818,1,1,1,2,333
1113,56.0,894.0238,36.0,32184.857,1802416.4,6,895,36,0.16950758,1,1,1,2,340
1114,64.71,87.0056,36.0,3132.2017,202684.77,6,88,36,0.016666668,1,1,1,2,340
1115,82.69,620.053,32.0,19841.695,1640789.2,5,621,32,0.117613636,1,1,1,1,0
1116,35.67,321.0,36.0,11556.0,412202.53,4,321,36,0.060795456,0,2,1,2,154
1117,35.67,321.0,36.0,11556.0,412202.53,4,321,36,0.060795456,0,2,1,1,0
1118,87.12,277.622,36.0,9994.392,870751.44,5,278,36,0.052651513,1,1,1,1,0
1119,85.19,301.2941,36.0,10846.588,924020.8,5,302,36,0.05719697,1,1,1,1,0
1120,81.97,636.6376,36.0,22918.953,1878712.5,5,637,36,0.120643936,1,1,1,1,0
1121,75.82,234.1039,36.0,8427.74,638974.44,5,235,36,0.044507574,1,1,1,1,0
1122,79.08,484.892,30.0,14546.76,1150416.0,4,485,30,0.09185606,1,1,1,1,0
1123,36.47,1224.1199,36.0,44068.316,1607171.5,6,1225,36,0.23200758,0,1,1,2,154
1124,36.47,1224.1199,36.0,44068.316,1607171.5,6,1225,36,0.23200758,0,1,1,1,0
1125,67.77,1096.2628,50.0,54813.14,3714686.5,6,1097,50,0.4155303,1,2,1,1,0
1126,91.97,1298.8954,44.0,57151.4,5256099.5,6,1299,44,0.24602273,1,2,1,1,0
1127,90.8,1284.5444,44.0,56519.953,5132012.0,6,1285,44,0.24337122,1,2,1,1,0
1128,61.98,388.1558,36.0,13973.608,866084.25,6,389,36,0.07367424,1,1,1,1,0
1129,50.18,501.007,40.0,20040.28,1005621.25,6,502,40,0.09507576,1,4,1,2,340
1130,58.35,1168.7947,40.0,46751.79,2728060.2,6,1169,40,0.22140151,1,4,1,2,340
1131,36.49,938.0046,40.0,37520.184,1369111.5,9,939,40,0.1778409,0,1,1,1,0
1132,69.83,745.264,40.0,29810.56,2081611.8,2,746,40,0.14128788,1,1,1,1,0
1133,89.31,325.0385,56.0,18202.156,1625671.0,3,326,56,0.12348485,1,2,1,1,0
1134,82.61,324.0556,56.0,18147.113,1499096.8,3,325,56,0.12310606,1,2,1,1,0
1135,85.78,327.0382,56.0,18314.139,1571023.5,3,328,56,0.124242425,1,2,1,1,0
1136,76.33,342.0526,56.0,19154.945,1462097.0,3,343,56,0.12992424,1,2,1,1,0
1137,79.35,341.0366,56.0,19098.049,1515468.4,3,342,56,0.12954545,1,2,1,1,0
1138,85.51,360.0499,56.0,20162.795,1724080.2,3,361,56,0.13674243,1,2,1,4,194
1139,83.3,346.052,56.0,19378.912,1614340.9,3,347,56,0.13143939,1,2,1,4,194
1140,86.34,324.0556,56.0,18147.113,1566821.8,3,325,56,0.12310606,1,2,1,4,194
1141,77.35,328.0381,56.0,18370.133,1421003.4,3,329,56,0.12462121,1,2,1,4,194
1142,85.38,328.0381,56.0,18370.133,1568478.8,3,329,56,0.12462121,1,2,1,1,0
1143,87.23,323.0557,56.0,18091.12,1578124.5,3,324,56,0.122727275,1,2,1,1,0
1144,88.67,589.085,56.0,32988.76,2925179.2,3,590,56,0.22348484,1,2,1,1,0
1145,89.33,318.0771,49.0,15585.778,1392308.8,9,319,49,0.06041667,1,2,1,1,0
1146,86.3,315.0775,49.0,15438.798,1332368.2,9,316,49,0.059848484,1,2,1,1,0
1147,55.85,164.0274,49.0,8037.343,448917.72,9,165,49,0.03125,1,2,1,1,0
1148,58.14,152.0296,49.0,7449.45,433096.16,9,153,49,0.028977273,1,2,1,1,0
1149,76.93,301.0,49.0,14749.0,1134640.6,9,301,49,0.057007577,1,2,1,1,0
1150,78.76,283.0,49.0,13867.0,1092192.6,9,283,49,0.053598486,1,2,1,1,0
1151,60.62,270.0464,49.0,13232.273,802140.44,9,271,49,0.051325757,1,1,1,1,0
1152,80.57,862.8941,30.0,25886.822,2085701.4,9,863,30,0.16344696,1,1,1,1,0
1153,78.67,346.0,20.0,6920.0,544410.25,3,346,20,0.0655303,1,2,1,1,0
1154,86.46,411.0,52.0,21372.0,1847908.6,3,411,52,0.15568182,1,2,1,1,0
1155,84.74,159.0,52.0,8268.0,700597.25,3,159,52,0.06022727,1,2,1,1,0
1156,85.04,248.0183,36.0,8928.659,759275.3,9,249,36,0.04715909,1,1,1,3,154
1157,85.04,248.0183,36.0,8928.659,759275.3,9,249,36,0.04715909,1,1,1,1,0
1158,96.0,161.0,36.0,5796.0,556416.0,9,161,36,0.030492423,1,1,1,3,154
1159,96.0,161.0,36.0,5796.0,556416.0,9,161,36,0.030492423,1,1,1,1,0
1160,89.0,303.0001,18.0,5454.002,485406.16,9,304,18,0.05757576,1,1,1,1,0
1161,86.74,305.1049,18.0,5491.888,476366.38,9,306,18,0.057954546,1,1,2,1,0
1162,35.56,292.0429,30.0,8761.287,311551.38,9,293,30,0.055492423,0,1,1,1,0
1163,36.56,305.1983,30.0,9155.949,334741.5,9,306,30,0.057954546,0,1,1,1,0
1164,65.67,286.0435,30.0,8581.305,563534.3,9,287,30,0.05435606,1,1,1,1,0
1165,92.88,317.1014,54.0,17123.477,1590359.9,9,318,54,0.12045454,1,2,1,3,154
1166,92.88,317.1014,54.0,17123.477,1590359.9,9,318,54,0.12045454,1,2,1,1,0
1167,72.58,303.1638,36.0,10913.896,792087.0,9,304,36,0.05757576,1,1,1,2,154
1168,72.58,303.1638,36.0,10913.896,792087.0,9,304,36,0.05757576,1,1,1,1,0
1169,98.8,296.4853,54.0,16010.206,1581808.4,9,297,54,0.1125,1,1,1,3,154
1170,98.8,296.4853,54.0,16010.206,1581808.4,9,297,54,0.1125,1,1,1,1,0
1171,86.47,355.6598,30.0,10669.794,922595.75,9,356,30,0.067424245,1,1,1,3,154
1172,86.47,355.6598,30.0,10669.794,922595.75,9,356,30,0.067424245,1,1,1,1,0
1173,83.02,271.0,30.0,8130.0,674985.1,9,271,30,0.051325757,1,1,1,3,154
1174,83.02,271.0,30.0,8130.0,674985.1,9,271,30,0.051325757,1,1,1,1,0
1175,80.58,534.8913,36.0,19256.086,1551732.5,9,535,36,0.10132576,1,1,1,2,154
1176,80.58,534.8913,36.0,19256.086,1551732.5,9,535,36,0.10132576,1,1,1,1,0
1177,98.1,204.1435,54.0,11023.749,1081385.6,9,205,54,0.077651516,1,2,1,3,154
1178,98.1,204.1435,54.0,11023.749,1081385.6,9,205,54,0.077651516,1,2,1,1,0
1179,77.62,71.0637,54.0,3837.4397,297862.06,9,72,54,0.027272727,1,2,1,3,154
1180,86.29,391.0,52.0,20332.0,1754489.0,3,391,52,0.14810607,1,2,1,1,0
1181,84.08,387.0,52.0,20124.0,1692025.9,3,387,52,0.1465909,1,2,1,1,0
1182,71.53,221.0,52.0,11492.0,822045.75,3,221,52,0.08371212,1,2,1,1,0
1183,81.86,380.0,52.0,19760.0,1617632.6,3,380,52,0.14393939,1,2,1,1,0
1184,78.32,377.0052,52.0,19604.27,1535406.5,3,378,52,0.14318182,1,2,1,1,0
1185,73.86,384.0051,52.0,19968.266,1474776.2,3,385,52,0.14583333,1,2,1,1,0
1186,68.58,383.0025,52.0,19916.13,1365927.9,3,384,52,0.14545454,1,2,1,1,0
1187,68.22,378.0029,52.0,19656.15,1341021.2,3,379,52,0.1435606,1,2,1,1,0
1188,82.2,334.1333,36.0,12028.799,988767.25,9,335,36,0.06344697,1,1,1,3,154
1189,84.82,383.0,52.0,19916.0,1689354.8,3,383,52,0.14507575,1,2,1,1,0
1190,71.3,394.0,52.0,20488.0,1460712.5,3,394,52,0.14924243,1,2,1,1,0
1191,79.94,377.0,52.0,19604.0,1567222.1,3,377,52,0.14280303,1,2,1,1,0
1192,75.21,325.0154,36.0,11700.555,880022.1,9,326,36,0.061742425,1,1,1,3,154
1193,72.08,406.7973,36.0,14644.703,1055648.8,9,407,36,0.077083334,1,1,1,2,154
1194,72.08,406.7973,36.0,14644.703,1055648.8,9,407,36,0.077083334,1,1,1,1,0
1195,66.1,295.554,36.0,10639.944,703321.56,6,296,36,0.056060605,1,1,1,1,0
1196,66.1,295.554,36.0,10639.944,703321.56,6,296,36,0.056060605,1,1,1,1,0
1197,66.0,189.8972,30.0,5696.916,375996.47,6,190,30,0.035984848,1,1,1,2,154
