,oci,seg_length_ft,seg_width_ft,area_sq_ft,oci_wt,seg_cd,length,width,paving_miles,oci_cat,func_cat,pvm_cat,status_cat,day_diff
12327,65.66,421.1434,36.0,15161.162,995542.56,9,422,36,0.07992424,1,5,1,1,0
12328,65.66,421.1434,36.0,15161.162,995542.56,9,422,36,0.07992424,1,5,1,1,0
12329,60.0,446.8844,36.0,16087.839,965270.3,9,447,36,0.08465909,1,5,1,1,0
12330,60.0,446.8844,36.0,16087.839,965270.3,9,447,36,0.08465909,1,5,1,1,0
12331,89.0,70.1548,40.0,2806.192,249751.1,9,71,40,0.01344697,1,5,1,1,0
12332,91.0,192.0104,36.0,6912.3745,629026.06,9,193,36,0.03655303,1,1,1,1,0
12333,91.0,193.0103,36.0,6948.3706,632301.75,9,194,36,0.036742423,1,1,1,1,0
12334,80.53,912.6242,39.0,35592.344,2866393.8,4,913,39,0.17291667,1,1,1,1,0
12335,80.53,912.6242,39.0,35592.344,2866393.8,4,913,39,0.17291667,1,1,1,1,0
12336,50.71,261.0937,40.0,10443.748,529560.7,3,262,40,0.049621213,1,1,1,1,0
12337,50.71,261.0937,40.0,10443.748,529560.7,3,262,40,0.049621213,1,1,1,1,0
12338,36.18,281.0286,40.0,11241.144,406704.6,3,282,40,0.053409092,0,1,1,1,0
12339,36.18,281.0286,40.0,11241.144,406704.6,3,282,40,0.053409092,0,1,1,1,0
12340,88.78,280.0072,52.0,14560.374,1292670.0,3,281,52,0.1064394,1,1,1,3,154
12341,88.78,280.0072,52.0,14560.374,1292670.0,3,281,52,0.1064394,1,1,1,1,0
12342,95.4,178.0,30.0,5340.0,509436.0,3,178,30,0.033712123,1,1,1,1,0
12343,86.12,279.0069,52.0,14508.358,1249401.9,3,280,52,0.10606061,1,1,1,3,154
12344,86.12,279.0069,52.0,14508.358,1249401.9,3,280,52,0.10606061,1,1,1,1,0
12345,83.97,283.0072,52.0,14716.374,1235704.5,3,284,52,0.10757576,1,1,1,3,154
12346,83.97,283.0072,52.0,14716.374,1235704.5,3,284,52,0.10757576,1,1,1,1,0
12347,82.29,279.0019,52.0,14508.099,1193842.4,3,280,52,0.10606061,1,1,1,1,0
12348,82.29,279.0019,52.0,14508.099,1193842.4,3,280,52,0.10606061,1,1,1,1,0
12349,95.4,276.007,40.0,11040.28,1053242.8,3,277,40,0.05246212,1,1,1,3,154
12350,95.4,276.007,40.0,11040.28,1053242.8,3,277,40,0.05246212,1,1,1,1,0
12351,73.41,282.458,40.0,11298.32,829409.7,3,283,40,0.053598486,1,1,1,1,0
12352,73.41,282.458,40.0,11298.32,829409.7,3,283,40,0.053598486,1,1,1,1,0
12353,64.36,251.4514,40.0,10058.056,647296.25,3,252,40,0.047727272,1,1,1,1,0
12354,64.36,251.4514,40.0,10058.056,647296.25,3,252,40,0.047727272,1,1,1,1,0
12355,69.74,308.7852,40.0,12351.408,861337.8,3,309,40,0.058522727,1,1,1,1,0
12356,69.74,308.7852,40.0,12351.408,861337.8,3,309,40,0.058522727,1,1,1,1,0
12357,98.0,189.0,30.0,5670.0,555660.0,9,189,30,0.035795454,1,1,1,1,0
12358,86.0,396.5193,40.0,15860.772,1364026.4,9,397,40,0.0751894,1,1,1,1,0
12359,82.59,370.0219,36.0,13320.788,1100190.5,9,371,36,0.07026515,1,1,1,1,0
12360,75.87,985.3373,25.0,24633.432,1868889.2,1,986,25,0.18674242,1,1,1,1,0
12361,46.41,256.074,36.0,9218.664,427838.2,7,257,36,0.04867424,1,1,1,1,0
12362,58.06,487.8526,36.0,17562.693,1019725.1,7,488,36,0.09242424,1,1,1,1,0
12363,96.09,694.4502,36.0,25000.207,2402320.0,7,695,36,0.13162878,1,1,1,1,0
12364,96.09,694.4502,36.0,25000.207,2402320.0,7,695,36,0.13162878,1,1,1,1,0
12365,87.64,573.7148,36.0,20653.732,1810175.8,7,574,36,0.10871212,1,1,1,1,0
12366,44.06,540.4199,40.0,21616.797,952522.5,6,541,40,0.10246212,1,1,1,2,154
12367,44.06,540.4199,40.0,21616.797,952522.5,6,541,40,0.10246212,1,1,1,1,0
12368,29.35,245.0185,40.0,9800.74,287651.72,6,246,40,0.04659091,0,1,1,2,154
12369,29.35,245.0185,40.0,9800.74,287651.72,6,246,40,0.04659091,0,1,1,1,0
12370,24.52,243.0328,40.0,9721.312,238366.56,6,244,40,0.04621212,0,1,1,2,154
12371,24.52,243.0328,40.0,9721.312,238366.56,6,244,40,0.04621212,0,1,1,1,0
12372,47.85,250.0322,40.0,10001.288,478601.62,6,251,40,0.04753788,1,1,1,2,154
12373,47.85,250.0322,40.0,10001.288,478601.62,6,251,40,0.04753788,1,1,1,1,0
12374,67.0,199.9203,30.0,5997.609,401839.8,1,200,30,0.03787879,1,1,1,3,154
12375,67.0,199.9203,30.0,5997.609,401839.8,1,200,30,0.03787879,1,1,1,1,0
12376,90.93,362.138,40.0,14485.52,1317197.2,9,363,40,0.06875,1,1,1,1,0
12377,69.24,239.0738,30.0,7172.214,496575.4,2,240,30,0.045454547,1,1,1,1,0
12378,77.65,276.8467,36.0,9966.481,773857.4,2,277,36,0.05246212,1,1,1,1,0
12379,98.0,196.0229,36.0,7056.824,691568.8,8,197,36,0.037310608,1,1,1,1,0
12380,93.88,596.1419,52.0,30999.379,2910345.8,8,597,52,0.22613636,1,3,1,1,0
12381,89.3,605.0,52.0,31460.0,2809503.8,8,605,52,0.22916667,1,2,1,1,0
12382,90.31,636.0,52.0,33072.0,2986732.2,8,636,52,0.24090908,1,2,1,1,0
12383,82.31,644.0,52.0,33488.0,2756330.2,8,644,52,0.2439394,1,2,1,1,0
12384,72.18,615.0001,50.0,30750.006,2219535.2,8,616,50,0.23333333,1,1,1,1,0
12385,61.72,415.0769,30.0,12452.307,768556.4,8,416,30,0.07878788,1,1,1,1,0
12386,81.48,304.0593,36.0,10946.135,891847.25,8,305,36,0.057765152,1,1,1,1,0
12387,83.78,290.0018,40.0,11600.072,971807.6,8,291,40,0.055113636,1,1,1,1,0
12388,87.9,297.0822,40.0,11883.288,1044588.56,8,298,40,0.056439392,1,1,1,1,0
12389,69.57,291.0,40.0,11640.0,809771.5,8,291,40,0.055113636,1,1,1,1,0
12390,85.92,908.2204,40.0,36328.816,3121371.8,8,909,40,0.17215909,1,1,1,1,0
12391,89.86,754.0811,40.0,30163.244,2710589.8,8,755,40,0.14299242,1,1,1,1,0
12392,72.82,371.0013,40.0,14840.052,1080593.2,8,372,40,0.070454545,1,1,1,1,0
12393,71.0,198.0908,40.0,7923.632,562577.9,8,199,40,0.037689395,1,1,1,1,0
12394,79.1,668.0067,40.0,26720.268,2113680.0,8,669,40,0.12670454,1,1,1,1,0
12395,98.0,165.0,30.0,4950.0,485100.0,4,165,30,0.03125,1,1,1,4,217
12396,92.64,327.0,30.0,9810.0,908798.4,4,327,30,0.06193182,1,1,1,4,217
12397,98.0,215.0,30.0,6450.0,632100.0,4,215,30,0.040719695,1,1,1,4,217
12398,81.13,257.0,40.0,10280.0,833995.8,8,257,40,0.04867424,1,1,1,1,0
12399,91.0,258.0,40.0,10320.0,939120.0,8,258,40,0.048863634,1,1,1,1,0
12400,76.47,265.4522,40.0,10618.088,812007.7,7,266,40,0.05037879,1,2,1,3,154
12401,90.25,244.5603,40.0,9782.412,882843.1,7,245,40,0.046401516,1,2,1,3,154
12402,86.36,767.044,64.0,49090.816,4239483.0,7,768,64,0.29090908,1,2,1,1,0
12403,82.31,1067.4781,40.0,42699.13,3514650.5,7,1068,40,0.20227273,1,2,1,1,0
12404,91.0,192.0,30.0,5760.0,524160.0,5,192,30,0.036363635,1,1,1,1,0
12405,77.45,1525.2354,36.0,54908.473,4252551.5,5,1526,36,0.28901514,1,1,1,1,0
12406,77.45,1525.2354,36.0,54908.473,4252551.5,5,1526,36,0.28901514,1,1,1,1,0
12407,65.2,79.9776,50.0,3998.88,260726.97,1,80,50,0.03030303,1,1,1,3,154
12408,65.2,79.9776,50.0,3998.88,260726.97,1,80,50,0.03030303,1,1,1,1,0
12409,43.5,132.0039,30.0,3960.117,172265.1,9,133,30,0.025189394,1,5,1,1,0
12410,32.5,294.0644,40.0,11762.576,382283.72,1,295,40,0.05587121,0,1,2,1,0
12411,16.13,447.5021,40.0,17900.084,288692.56,1,448,40,0.084848486,0,1,2,1,0
12412,74.0,224.6173,40.0,8984.692,664867.2,1,225,40,0.042613637,1,4,1,1,0
12413,74.0,224.6173,40.0,8984.692,664867.2,1,225,40,0.042613637,1,4,1,1,0
12414,98.0,134.2926,40.0,5371.704,526427.0,1,135,40,0.025568182,1,1,1,1,0
12415,96.0,256.8937,40.0,10275.748,986471.8,1,257,40,0.04867424,1,1,1,1,0
12416,86.53,578.4582,36.0,20824.496,1801860.2,8,579,36,0.10965909,1,1,1,1,0
12417,82.19,306.9579,40.0,12278.316,1009179.4,8,307,40,0.05814394,1,1,1,1,0
12418,19.16,174.4779,36.0,6281.2046,120347.875,4,175,36,0.033143938,0,1,1,1,0
12419,19.16,174.4779,36.0,6281.2046,120347.875,4,175,36,0.033143938,0,1,1,1,0
12420,87.73,394.7711,40.0,15790.844,1385362.4,4,395,40,0.07481061,1,1,1,1,0
12421,89.73,514.5712,40.0,20582.848,1846940.1,4,515,40,0.09753788,1,1,1,1,0
12422,58.83,684.0686,35.5,24284.436,1428701.9,4,685,35,0.12973484,1,1,1,1,0
12423,69.48,924.7358,36.0,33290.49,2313023.2,4,925,36,0.17518939,1,1,1,2,333
12424,71.25,245.0885,32.0,7842.832,558817.44,1,246,32,0.04659091,1,1,1,1,0
12425,71.25,245.0885,32.0,7842.832,558817.44,1,246,32,0.04659091,1,1,1,1,0
12426,59.68,213.0785,30.0,6392.355,381521.3,1,214,30,0.0405303,1,1,1,1,0
12427,79.0,381.0042,30.0,11430.126,902979.94,1,382,30,0.07234848,1,1,1,3,154
12428,79.0,381.0042,30.0,11430.126,902979.94,1,382,30,0.07234848,1,1,1,1,0
12429,82.78,168.7567,20.0,3375.134,279393.6,1,169,20,0.032007575,1,1,1,3,154
12430,82.78,168.7567,20.0,3375.134,279393.6,1,169,20,0.032007575,1,1,1,1,0
12431,90.64,346.2564,36.0,12465.23,1129798.6,4,347,36,0.065719694,1,1,1,3,154
12432,90.64,346.2564,36.0,12465.23,1129798.6,4,347,36,0.065719694,1,1,1,1,0
12433,89.18,969.1458,36.0,34889.25,3111562.8,4,970,36,0.18371212,1,1,1,3,154
12434,89.18,969.1458,36.0,34889.25,3111562.8,4,970,36,0.18371212,1,1,1,1,0
12435,86.6,711.413,36.0,25610.867,2217798.8,4,712,36,0.13484849,1,1,1,3,154
12436,86.6,711.413,36.0,25610.867,2217798.8,4,712,36,0.13484849,1,1,1,1,0
12437,91.33,438.2037,36.0,15775.333,1440792.8,4,439,36,0.08314394,1,1,1,3,154
12438,91.33,438.2037,36.0,15775.333,1440792.8,4,439,36,0.08314394,1,1,1,1,0
12439,82.15,280.0019,80.0,22400.152,1840082.9,3,281,80,0.1064394,1,3,1,1,0
12440,87.06,279.9998,80.0,22399.984,1950232.2,3,280,80,0.10606061,1,3,1,1,0
12441,85.58,280.0001,80.0,22400.008,1916992.6,3,281,80,0.1064394,1,3,1,1,0
12442,84.82,280.0069,80.0,22400.553,1900014.9,3,281,80,0.1064394,1,3,1,1,0
12443,86.5,282.0019,80.0,22560.152,1951453.1,3,283,80,0.10719697,1,3,1,1,0
12444,85.25,277.0073,80.0,22160.584,1889145.5,3,278,80,0.10530303,1,3,1,1,0
12445,92.01,282.0001,80.0,22560.008,2075701.2,3,283,80,0.10719697,1,3,1,1,0
12446,85.58,281.0019,80.0,22480.152,1923761.5,3,282,80,0.106818184,1,3,1,1,0
12447,84.99,280.9998,80.0,22479.984,1910483.9,3,281,80,0.1064394,1,3,1,1,0
12448,76.6,280.5216,68.0,19075.469,1461142.8,3,281,68,0.1064394,1,3,1,1,0
12449,79.33,280.0072,68.0,19040.49,1510444.0,3,281,68,0.1064394,1,3,1,1,0
12450,80.97,279.5005,68.0,19006.033,1538956.6,3,280,68,0.10606061,1,3,1,1,0
12451,86.68,281.0161,80.0,22481.287,1948768.0,3,282,80,0.106818184,1,3,1,1,0
12452,78.89,480.1042,68.0,32647.086,2575463.2,3,481,68,0.18219697,1,3,1,1,0
12453,81.27,278.0001,68.0,18904.006,1536404.2,3,279,68,0.10568182,1,3,1,1,0
12454,83.94,279.0069,68.0,18972.469,1592625.0,3,280,68,0.10606061,1,3,1,1,0
12455,48.91,680.0885,68.0,46246.02,2261800.2,8,681,68,0.25795454,1,3,1,1,0
12456,27.9,281.0019,68.0,19108.129,533193.25,8,282,68,0.106818184,0,3,1,1,0
12457,28.43,277.9998,68.0,18903.986,537478.1,8,278,68,0.10530303,0,3,1,1,0
12458,31.15,280.0287,68.0,19041.951,593156.8,8,281,68,0.1064394,0,3,1,1,0
12459,88.8,471.3064,68.0,32048.836,2845936.5,8,472,68,0.17878787,1,3,1,1,0
12460,86.32,726.1765,64.0,46475.297,4011933.5,9,727,64,0.2753788,1,3,1,1,0
12461,87.84,622.2182,64.0,39821.965,3498120.8,9,623,64,0.23598485,1,3,1,1,0
12462,66.76,162.0494,64.0,10371.161,692358.0,9,163,64,0.061742425,1,2,1,1,0
12463,65.32,166.0301,64.0,10625.927,694064.25,9,167,64,0.063257575,1,2,1,1,0
12464,90.25,519.2608,64.0,33232.69,2999184.0,9,520,64,0.1969697,1,3,1,1,0
12465,91.78,287.0854,64.0,18373.465,1686279.9,9,288,64,0.10909091,1,2,1,1,0
12466,92.89,283.0284,64.0,18113.818,1682556.2,9,284,64,0.10757576,1,2,1,1,0
12467,79.12,289.0067,64.0,18496.43,1463474.5,9,290,64,0.109848484,1,2,1,1,0
12468,50.25,646.023,68.0,43929.562,2207460.5,8,647,68,0.24507576,1,3,1,1,0
12469,71.96,564.0162,68.0,38353.1,2759889.2,8,565,68,0.21401516,1,3,1,1,0
12470,49.67,234.0402,64.0,14978.573,744045.6,9,235,64,0.08901515,1,2,1,1,0
12471,85.48,324.0883,64.0,20741.65,1772996.4,9,325,64,0.12310606,1,2,1,1,0
12472,79.41,330.003,64.0,21120.191,1677196.6,9,331,64,0.12537879,1,2,1,1,0
12473,69.73,640.0782,40.0,25603.129,1785306.1,9,641,40,0.12140152,1,2,1,1,0
12474,88.31,663.1086,52.0,34481.65,3045143.2,9,664,52,0.25151515,1,2,1,2,154
12475,88.31,663.1086,52.0,34481.65,3045143.2,9,664,52,0.25151515,1,2,1,1,0
12476,72.69,679.106,52.0,35313.51,2567080.5,9,680,52,0.25757575,1,2,1,1,0
12477,74.85,680.1058,52.0,35365.5,2647107.8,9,681,52,0.25795454,1,5,1,1,0
12478,73.93,682.1238,52.0,35470.438,2622471.2,9,683,52,0.2587121,1,5,1,1,0
12479,73.93,682.1238,52.0,35470.438,2622471.2,9,683,52,0.2587121,1,5,1,1,0
12480,67.62,679.106,52.0,35313.51,2388041.0,9,680,52,0.25757575,1,5,1,1,0
12481,67.62,679.106,52.0,35313.51,2388041.0,9,680,52,0.25757575,1,5,1,1,0
12482,76.78,656.6133,52.0,34143.89,2621636.2,9,657,52,0.24886364,1,5,1,1,0
12483,76.78,656.6133,52.0,34143.89,2621636.2,9,657,52,0.24886364,1,5,1,1,0
12484,88.43,632.1142,52.0,32869.938,2906623.0,9,633,52,0.23977272,1,2,1,2,154
12485,89.01,500.058,32.0,16001.856,1424293.2,9,501,32,0.09488636,1,2,1,1,0
12486,88.11,549.2737,32.0,17576.758,1548688.1,9,550,32,0.104166664,1,2,1,1,0
12487,72.56,295.0424,32.0,9441.356,685045.94,9,296,32,0.056060605,1,2,1,1,0
12488,75.19,298.0001,32.0,9536.003,717012.06,9,299,32,0.05662879,1,2,1,1,0
12489,80.74,311.8576,32.0,9979.443,805740.25,9,312,32,0.05909091,1,2,1,1,0
12490,81.47,291.6794,32.0,9333.741,760457.2,9,292,32,0.05530303,1,2,1,1,0
12491,73.09,348.0517,32.0,11137.654,814028.9,9,349,32,0.06609848,1,2,1,1,0
12492,92.63,647.1113,32.0,20707.562,1918141.4,9,648,32,0.122727275,1,2,1,1,0
12493,92.2,163.0276,32.0,5216.8833,480996.62,9,164,32,0.031060606,1,2,1,1,0
12494,80.48,709.1381,32.0,22692.42,1826285.9,9,710,32,0.1344697,1,2,1,1,0
12495,86.84,723.136,32.0,23140.352,2009461.9,9,724,32,0.13712122,1,2,1,1,0
12496,70.15,192.4189,40.0,7696.756,539927.44,6,193,40,0.03655303,1,1,1,1,0
12497,50.55,340.7874,40.0,13631.496,689017.6,6,341,40,0.06458333,1,1,1,1,0
12498,81.83,1134.9502,40.0,45398.008,3714737.5,6,1135,40,0.21496212,1,1,1,1,0
12499,64.72,1482.2316,40.0,59289.266,3837319.8,6,1483,40,0.2808712,1,4,1,1,0
12500,88.8,662.7074,40.0,26508.297,2353936.8,6,663,40,0.12556818,1,4,1,1,0
12501,81.14,762.158,40.0,30486.32,2473660.0,6,763,40,0.14450757,1,1,1,1,0
12502,90.0,136.0144,40.0,5440.576,489651.84,4,137,40,0.02594697,1,1,1,2,154
12503,41.67,252.0974,40.0,10083.896,420195.94,4,253,40,0.047916666,1,1,1,2,154
12504,41.67,252.0974,40.0,10083.896,420195.94,4,253,40,0.047916666,1,1,1,1,0
12505,43.43,274.0895,40.0,10963.58,476148.28,4,275,40,0.052083332,1,1,1,1,0
12506,42.0,267.0431,40.0,10681.724,448632.4,4,268,40,0.050757576,1,1,1,1,0
12507,45.37,261.048,40.0,10441.92,473770.78,4,262,40,0.049621213,1,1,1,1,0
12508,51.69,254.0313,40.0,10161.252,525235.1,4,255,40,0.048295453,1,1,1,1,0
12509,75.71,574.1641,25.0,14354.103,1086691.6,3,575,25,0.108901516,1,1,1,1,0
12510,90.84,146.4548,40.0,5858.192,532158.2,4,147,40,0.027840909,1,2,1,3,154
12511,90.84,146.4548,40.0,5858.192,532158.2,4,147,40,0.027840909,1,2,1,1,0
12512,88.04,475.1369,40.0,19005.477,1673242.1,4,476,40,0.09015152,1,2,1,3,154
12513,88.04,475.1369,40.0,19005.477,1673242.1,4,476,40,0.09015152,1,2,1,1,0
12514,70.59,691.3362,36.0,24888.104,1756801.4,4,692,36,0.1310606,1,1,1,3,154
12515,70.59,691.3362,36.0,24888.104,1756801.4,4,692,36,0.1310606,1,1,1,1,0
12516,88.0,114.0,30.0,3420.0,300960.0,4,114,30,0.021590909,1,1,1,3,154
12517,88.0,114.0,30.0,3420.0,300960.0,4,114,30,0.021590909,1,1,1,1,0
12518,47.17,292.3698,40.0,11694.792,551690.1,7,293,40,0.055492423,1,1,1,1,0
12519,39.32,783.5854,36.0,28209.074,1109180.8,7,784,36,0.14848484,0,1,1,1,0
12520,78.04,339.2888,30.0,10178.664,794342.94,5,340,30,0.06439394,1,1,1,1,0
12521,87.0,267.1972,30.0,8015.916,697384.7,2,268,30,0.050757576,1,1,1,1,0
12522,70.81,969.8592,36.0,34914.93,2472466.0,2,970,36,0.18371212,1,1,1,1,0
12523,81.13,554.3977,30.0,16631.932,1349315.2,9,555,30,0.10511363,1,1,1,1,0
12524,60.75,578.0,30.0,17340.0,1053335.6,9,578,30,0.1094697,1,1,1,1,0
12525,87.75,1077.1798,36.0,38778.473,3402655.8,4,1078,36,0.20416667,1,1,1,1,0
12526,87.75,1077.1798,36.0,38778.473,3402655.8,4,1078,36,0.20416667,1,1,1,1,0
12527,86.5,154.0,30.0,4620.0,399630.0,4,154,30,0.029166667,1,1,1,4,217
12528,90.06,513.0623,36.0,18470.242,1663430.1,6,514,36,0.09734848,1,1,1,1,0
12529,78.72,568.5187,36.0,20466.674,1611136.5,6,569,36,0.10776515,1,1,1,1,0
12530,82.45,260.0021,30.0,7800.063,643084.0,8,261,30,0.04943182,1,1,1,1,0
12531,31.25,189.0026,30.0,5670.078,177189.94,8,190,30,0.035984848,0,1,1,1,0
12532,38.44,266.002,30.0,7980.06,306753.5,8,267,30,0.050568182,0,1,1,1,0
12533,89.11,512.0009,36.0,18432.033,1642441.5,9,513,36,0.09715909,1,1,1,1,0
12534,89.11,512.0009,36.0,18432.033,1642441.5,9,513,36,0.09715909,1,1,1,1,0
12535,68.83,660.0121,40.0,26400.484,1817250.9,8,661,40,0.1251894,1,1,1,1,0
12536,83.33,358.0111,30.0,10740.333,894991.94,8,359,30,0.06799243,1,1,1,1,0
12537,90.71,693.2883,36.0,24958.379,2264024.5,7,694,36,0.13143939,1,1,1,1,0
12538,90.71,693.2883,36.0,24958.379,2264024.5,7,694,36,0.13143939,1,1,1,1,0
12539,92.56,936.0263,36.0,33696.945,3118922.0,6,937,36,0.17746212,1,1,1,1,0
12540,84.47,291.0839,36.0,10479.0205,885162.9,4,292,36,0.05530303,1,1,1,1,0
12541,84.47,291.0839,36.0,10479.0205,885162.9,4,292,36,0.05530303,1,1,1,1,0
12542,96.0,252.0716,36.0,9074.577,871159.44,4,253,36,0.047916666,1,1,1,1,0
12543,49.16,315.4601,36.0,11356.563,558265.94,9,316,36,0.059848484,1,1,1,2,154
12544,49.16,315.4601,36.0,11356.563,558265.94,9,316,36,0.059848484,1,1,1,1,0
12545,39.5,244.0514,36.0,8785.851,347041.1,9,245,36,0.046401516,0,1,1,2,154
12546,39.5,244.0514,36.0,8785.851,347041.1,9,245,36,0.046401516,0,1,1,1,0
12547,47.45,225.8509,36.0,8130.6323,385782.25,9,226,36,0.04280303,1,1,1,2,154
12548,47.45,225.8509,36.0,8130.6323,385782.25,9,226,36,0.04280303,1,1,1,1,0
12549,82.81,1342.073,36.0,48314.63,4000837.8,9,1343,36,0.25435606,1,1,1,1,0
12550,76.85,1085.7948,36.0,39088.613,3003960.0,9,1086,36,0.20568182,1,1,1,1,0
12551,24.55,276.2679,30.0,8288.037,203471.31,7,277,30,0.05246212,0,1,1,1,0
12552,88.4,192.0104,20.0,3840.208,339474.38,3,193,20,0.03655303,1,1,1,3,154
12553,88.4,192.0104,20.0,3840.208,339474.38,3,193,20,0.03655303,1,1,1,1,0
12554,71.0,218.6892,26.0,5685.9194,403700.25,3,219,26,0.041477274,1,2,1,1,0
12555,86.83,223.0,52.0,11596.0,1006880.7,3,223,52,0.0844697,1,1,1,3,154
12556,86.83,223.0,52.0,11596.0,1006880.7,3,223,52,0.0844697,1,1,1,1,0
12557,90.0,259.0079,52.0,13468.411,1212157.0,3,260,52,0.09848485,1,1,1,3,154
12558,90.0,259.0079,52.0,13468.411,1212157.0,3,260,52,0.09848485,1,1,1,1,0
12559,92.8,463.0041,52.0,24076.213,2234272.5,3,464,52,0.17575757,1,2,1,3,154
12560,92.8,463.0041,52.0,24076.213,2234272.5,3,464,52,0.17575757,1,2,1,1,0
12561,95.0,222.3158,52.0,11560.422,1098240.0,3,223,52,0.0844697,1,2,1,3,154
12562,95.0,222.3158,52.0,11560.422,1098240.0,3,223,52,0.0844697,1,2,1,1,0
12563,96.0,676.6997,52.0,35188.383,3378085.0,3,677,52,0.2564394,1,2,1,1,0
12564,96.0,676.6997,52.0,35188.383,3378085.0,3,677,52,0.2564394,1,2,1,1,0
12565,73.29,678.0389,52.0,35258.023,2584060.5,3,679,52,0.25719696,1,2,1,1,0
12566,69.0,387.8207,52.0,20166.676,1391500.6,3,388,52,0.14696969,1,2,1,1,0
12567,82.67,296.7306,52.0,15429.991,1275597.4,3,297,52,0.1125,1,2,1,1,0
12568,88.0,346.0336,52.0,17993.748,1583449.8,3,347,52,0.13143939,1,2,1,1,0
12569,72.0,188.9413,52.0,9824.947,707396.25,3,189,52,0.07159091,1,2,1,2,154
12570,84.4,377.6257,26.0,9818.269,828661.8,5,378,26,0.07159091,1,1,1,2,154
12571,84.4,377.6257,26.0,9818.269,828661.8,5,378,26,0.07159091,1,1,1,1,0
12572,75.58,377.0,30.0,11310.0,854855.06,8,377,30,0.071401514,1,1,1,1,0
12573,71.71,287.0,36.0,10332.0,740866.4,8,287,36,0.05435606,1,1,1,1,0
12574,85.95,295.0,36.0,10620.0,912746.5,8,295,36,0.05587121,1,1,1,1,0
12575,89.17,285.0,36.0,10260.0,914925.25,8,285,36,0.053977273,1,1,1,1,0
12576,89.86,256.0,30.0,7680.0,690124.8,8,256,30,0.048484847,1,1,1,1,0
12577,43.91,1226.9998,40.0,49079.992,2155102.5,8,1227,40,0.23238637,1,1,1,1,0
12578,61.28,622.3603,36.0,22404.97,1372887.0,8,623,36,0.11799242,1,1,1,1,0
12579,97.0,201.2702,36.0,7245.727,702835.56,6,202,36,0.038257577,1,1,1,1,0
12580,88.24,240.5478,36.0,8659.721,764116.44,6,241,36,0.04564394,1,1,1,1,0
12581,86.41,241.9265,36.0,8709.354,752540.44,6,242,36,0.045833334,1,1,1,1,0
12582,91.25,237.4719,36.0,8548.988,780078.06,6,238,36,0.04507576,1,1,1,1,0
12583,78.44,165.2896,36.0,5950.426,466775.2,6,166,36,0.031439394,1,1,1,1,0
12584,61.79,211.8962,36.0,7628.263,471335.12,2,212,36,0.040151514,1,1,1,2,154
12585,61.79,211.8962,36.0,7628.263,471335.12,2,212,36,0.040151514,1,1,1,1,0
12586,64.6,536.5152,30.0,16095.456,1039798.6,2,537,30,0.101704545,1,1,1,2,154
12587,64.6,536.5152,30.0,16095.456,1039798.6,2,537,30,0.101704545,1,1,1,1,0
12588,67.44,393.1061,30.0,11793.183,795379.44,2,394,30,0.074621215,1,1,1,4,194
12589,67.44,393.1061,30.0,11793.183,795379.44,2,394,30,0.074621215,1,1,1,1,0
12590,78.72,184.9916,28.0,5179.7646,407751.1,1,185,28,0.03503788,1,1,1,1,0
12591,66.57,469.7223,36.0,16910.002,1125698.9,7,470,36,0.08901515,1,1,1,1,0
12592,26.9,684.958,36.0,24658.488,663214.7,7,685,36,0.12973484,0,1,1,2,154
12593,26.9,684.958,36.0,24658.488,663214.7,7,685,36,0.12973484,0,1,1,1,0
12594,37.93,562.8695,30.0,16886.086,640556.75,9,563,30,0.10662879,0,1,1,1,0
12595,24.05,283.7153,30.0,8511.459,204700.6,9,284,30,0.05378788,0,1,1,1,0
12596,57.33,954.385,30.0,28631.55,1641446.8,9,955,30,0.18087122,1,1,1,1,0
12597,78.39,729.8922,30.0,21896.766,1716443.8,9,730,30,0.13825758,1,1,1,1,0
12598,48.26,272.5555,36.0,9811.998,473527.03,8,273,36,0.051704545,1,5,1,1,0
12599,93.1,273.4538,36.0,9844.337,916468.4,5,274,36,0.05189394,1,1,1,1,0
12600,85.36,173.0354,36.0,6229.2744,531755.75,5,174,36,0.032954544,1,1,1,1,0
12601,82.97,525.2901,40.0,21011.604,1743290.8,5,526,40,0.099621214,1,1,1,1,0
12602,83.91,575.7673,40.0,23030.691,1932551.4,5,576,40,0.10909091,1,1,1,1,0
12603,88.25,270.1501,40.0,10806.004,953673.06,5,271,40,0.051325757,1,1,1,1,0
12604,78.29,590.2061,40.0,23608.244,1848195.0,5,591,40,0.111931816,1,1,1,1,0
12605,82.74,728.8277,40.0,29153.107,2412244.8,5,729,40,0.13806818,1,1,1,1,0
12606,90.06,433.6761,40.0,17347.045,1562274.8,5,434,40,0.08219697,1,1,1,1,0
12607,87.27,1076.9551,40.0,43078.203,3759348.8,5,1077,40,0.20397727,1,1,1,1,0
12608,87.78,1381.0981,40.0,55243.93,4849533.0,5,1382,40,0.2617424,1,1,1,1,0
12609,85.25,1314.4174,36.0,47319.023,4033757.5,5,1315,36,0.24905303,1,1,1,1,0
12610,72.61,381.082,40.0,15243.28,1106753.6,5,382,40,0.07234848,1,3,1,2,154
12611,72.61,381.082,40.0,15243.28,1106753.6,5,382,40,0.07234848,1,3,1,1,0
12612,61.12,273.0072,40.0,10920.288,667448.0,5,274,40,0.05189394,1,3,1,2,154
12613,61.12,273.0072,40.0,10920.288,667448.0,5,274,40,0.05189394,1,3,1,1,0
