id,street_name,limits,northbound_count,southbound_count,eastbound_count,westbound_count,total_count,file_no,date_count
CAMINODELNORTE006008,CAMINO DEL NORTE ,WORLD TRADE DR - CARMEL MTN RD,,,15450,16620,32070,0060-08,2/27/2008 0:00
CAMINODELNORTE024711,CAMINO DEL NORTE ,WORLD TRADE DR - CARMEL MTN RD,,,20035,22175,42210,0247-11,3/24/2011 0:00
CAMINODELNORTE028614,CAMINO DEL NORTE ,WORLD TRADE DR - CARMEL MTN RD,,,14427,15539,29966,0286-14,5/1/2014 0:00
CAMINODELORO037205,CAMINO DEL ORO ,AVENIDA PLAYA  - VALLECITOS ,,,4020,4580,8600,0372-05,7/26/2005 0:00
CAMINODELORO089111,CAMINO DEL ORO ,AVENIDA PLAYA  - VALLECITOS ,1655,1575,,,3230,0891-11,9/28/2011 0:00
CAMINODELORO065915,CAMINO DEL ORO ,AVENIDA PLAYA  - VALLECITOS ,702,601,,,1303,0659-15,7/16/2015 0:00
CAMINODELORO065915,CAMINO DEL ORO ,AVENIDA PLAYA  - VALLECITOS ,702,601,,,1303,0659-15,7/16/2015 0:00
CAMINODELORO034808,CAMINO DEL ORO ,PASEO OCASO  - LA JOLLA SHORES DR,,,840,810,1650,0348-08,9/3/2008 0:00
CAMINODELORO086111,CAMINO DEL ORO ,PASEO OCASO  - LA JOLLA SHORES DR,,,895,865,1760,0861-11,9/28/2011 0:00
CAMINODELORO028714,CAMINO DEL ORO ,PASEO OCASO  - LA JOLLA SHORES DR,,,831,941,1772,0287-14,4/22/2014 0:00
CAMINODELORO066215,CAMINO DEL ORO ,PASEO OCASO  - LA JOLLA SHORES DR,,,736,767,1503,0662-15,7/21/2015 0:00
CAMINODELORO041705,CAMINO DEL ORO ,PASEO OCASO  - PASEO OCASO ,,,3690,3250,6940,0417-05,7/26/2005 0:00
CAMINODELRIO040805,CAMINO DEL RIO ,HANCOCK ST - MOORE ST,27610,32160,,,59770,0408-05,7/27/2005 0:00
CAMINODELRIO034608,CAMINO DEL RIO ,HANCOCK ST - MOORE ST,,,27290,28560,55850,0346-08,9/16/2008 0:00
CAMINODELRIO089211,CAMINO DEL RIO ,HANCOCK ST - MOORE ST,,,28500,30195,58695,0892-11,9/20/2011 0:00
CAMINODELRIO029214,CAMINO DEL RIO ,HANCOCK ST - MOORE ST,,,28421,29481,57902,0292-14,5/6/2014 0:00
CAMINODELRIO035111,CAMINO DEL RIO ,MISSION CITY PY - TEXAS ST,4210,4415,,,8625,0351-11,5/5/2011 0:00
CAMINODELRIO029314,CAMINO DEL RIO ,MISSION CITY PY - TEXAS ST,3830,3932,,,7762,0293-14,5/6/2014 0:00
CAMINODELRIO040508,CAMINO DEL RIO ,SPORTS ARENA BL - KURTZ ST,23720,26980,,,50700,0405-08,9/10/2008 0:00
CAMINODELRIO087111,CAMINO DEL RIO ,SPORTS ARENA BL - KURTZ ST,24095,26590,,,50685,0871-11,9/8/2011 0:00
CAMINODELRIO066812,CAMINO DEL RIO ,SPORTS ARENA BL - KURTZ ST,23513,26234,,,49747,0668-12,8/23/2012 0:00
CAMINODELRIO034505,CAMINO DEL RIO ,ST THERESE WY - LISIEUX TR,,,1330,1150,2480,0345-05,5/17/2005 0:00
CAMINODELRION011009,CAMINO DEL RIO N ,AUTO CIRCLE  - CAMINO ARROYO ,,,3625,4060,7685,0110-09,3/5/2009 0:00
CAMINODELRION011512,CAMINO DEL RIO N ,AUTO CIRCLE  - CAMINO ARROYO ,,,3465,3800,7265,0115-12,2/23/2012 0:00
CAMINODELRION015515,CAMINO DEL RIO N ,AUTO CIRCLE  - CAMINO ARROYO ,,,4193,4742,8935,0155-15,4/9/2015 0:00
CAMINODELRION101411,CAMINO DEL RIO N ,AUTO CIRCLE  - DEL RIO N (SD 008) DY,,,13235,17510,30745,1014-11,10/19/2011 0:00
CAMINODELRION029614,CAMINO DEL RIO N ,AUTO CIRCLE  - DEL RIO N (SD 008) DY,,,13818,12370,26188,0296-14,5/6/2014 0:00
CAMINODELRION063005,CAMINO DEL RIO N ,AUTO CIRCLE  - SD 008 R-A ,,,13170,15320,28490,0630-05,11/1/2005 0:00
CAMINODELRION052508,CAMINO DEL RIO N ,AUTO CIRCLE  - SD 008 R-A ,,,13930,16980,30910,0525-08,10/9/2008 0:00
CAMINODELRION047311,CAMINO DEL RIO N ,AUTO CIRCLE  - SD 008 R-A ,,,15790,16280,32070,0473-11,6/14/2011 0:00
CAMINODELRION091815,CAMINO DEL RIO N ,AUTO CIRCLE  - SD 008 R-A ,,,12940,12855,25795,0918-15,11/24/2015 0:00
CAMINODELRION011109,CAMINO DEL RIO N ,AUTO CIRCLE  - SD 008 WB ACCESS ,,,13900,21900,35800,0111-09,3/5/2009 0:00
CAMINODELRION011612,CAMINO DEL RIO N ,AUTO CIRCLE  - SD 008 WB ACCESS ,,,12270,14280,26550,0116-12,2/29/2012 0:00
CAMINODELRION029514,CAMINO DEL RIO N ,AUTO CIRCLE  - SD 008 WB ACCESS ,,,13116,12950,26066,0295-14,5/6/2014 0:00
CAMINODELRION018315,CAMINO DEL RIO N ,AUTO CIRCLE  - SD 008 WB ACCESS ,,,15162,19399,34561,0183-15,4/16/2015 0:00
CAMINODELRION044119,CAMINO DEL RIO N ,CAMINO ARROYO  - MISSION CENTER RD,,,2627,2525,5152,0441-19,11/13/2019 0:00
CAMINODELRION044707,CAMINO DEL RIO N ,CAMINO ARROYO  - MISSION CTR RD,,,3940,4090,8030,0447-07,10/11/2007 0:00
CAMINODELRION082510,CAMINO DEL RIO N ,CAMINO ARROYO  - MISSION CTR RD,,,2710,3825,6535,0825-10,9/8/2010 0:00
CAMINODELRION106015,CAMINO DEL RIO N ,CAMINO ARROYO  - MISSION CTR RD,,,3754,4109,7863,1060-15,12/2/2015 0:00
CAMINODELRION006419,CAMINO DEL RIO N ,CAMINO DE LA SIESTA  - MISSION CENTER  DR,,,1910,2328,4238,0064-19,3/5/2019 0:00
CAMINODELRION044807,CAMINO DEL RIO N ,CAMINO ESTE  - QUALCOMM WY,,,5930,5820,11750,0448-07,10/11/2007 0:00
CAMINODELRION082610,CAMINO DEL RIO N ,CAMINO ESTE  - QUALCOMM WY,,,9505,11065,20570,0826-10,9/8/2010 0:00
CAMINODELRION126510,CAMINO DEL RIO N ,MISSION CITY PY - TEXAS ST,,,4420,4355,8775,1265-10,1/19/2011 0:00
CAMINODELRION029714,CAMINO DEL RIO N ,MISSION CITY PY - TEXAS ST,,,5420,4834,10254,0297-14,5/6/2014 0:00
CAMINODELRION040616,CAMINO DEL RIO N ,MISSION CITY PY - WARD  RD,,,3987,4385,8372,0406-16,9/15/2016 0:00
CAMINODELRION038906,CAMINO DEL RIO N ,MISSION CITY PY - WARD RD,,,4320,4670,8990,0389-06,9/28/2006 0:00
CAMINODELRION061809,CAMINO DEL RIO N ,MISSION CITY PY - WARD RD,,,3470,3735,7205,0618-09,9/9/2009 0:00
CAMINODELRION062512,CAMINO DEL RIO N ,MISSION CITY PY - WARD RD,,,3294,3469,6763,0625-12,7/12/2012 0:00
CAMINODELRION031316,CAMINO DEL RIO N ,MISSION CTR RD - I-8 WB ACCESS  RD,,,14916,18696,33612,0313-16,8/9/2016 0:00
CAMINODELRION108810,CAMINO DEL RIO N ,QUALCOMM WY - MISSION CITY PY,,,4890,4425,9315,1088-10,11/16/2010 0:00
CAMINODELRION002316,CAMINO DEL RIO N ,QUALCOMM WY - MISSION CITY PY,5620,3799,,,9419,0023-16,1/28/2016 0:00
CAMINODELRION062905,CAMINO DEL RIO N ,SD 008 R-C  - CAMINO ESTE ,,,5290,6140,11430,0629-05,11/1/2005 0:00
CAMINODELRION052408,CAMINO DEL RIO N ,SD 008 R-C  - CAMINO ESTE ,,,7220,4560,11780,0524-08,10/9/2008 0:00
CAMINODELRION101311,CAMINO DEL RIO N ,SD 008 R-C  - CAMINO ESTE ,,,7430,5725,13155,1013-11,10/25/2011 0:00
CAMINODELRION029814,CAMINO DEL RIO N ,SD 008 R-C  - CAMINO ESTE ,,,7583,4543,12126,0298-14,5/6/2014 0:00
CAMINODELRION091715,CAMINO DEL RIO N ,SD 008 R-C  - CAMINO ESTE ,,,7387,6115,13502,0917-15,11/10/2015 0:00
CAMINODELRION012406,CAMINO DEL RIO N ,WARD RD - FAIRMOUNT AV,,,5520,5560,11080,0124-06,5/11/2006 0:00
CAMINODELRION021509,CAMINO DEL RIO N ,WARD RD - FAIRMOUNT AV,,,5530,4830,10360,0215-09,4/1/2009 0:00
CAMINODELRION034709,CAMINO DEL RIO N ,WARD RD - FAIRMOUNT AV,,,5520,5105,10625,0347-09,5/13/2009 0:00
CAMINODELRION020712,CAMINO DEL RIO N ,WARD RD - FAIRMOUNT AV,,,5236,5090,10326,0207-12,3/14/2012 0:00
CAMINODELRION026915,CAMINO DEL RIO N ,WARD RD - FAIRMOUNT AV,,,5674,5305,10979,0269-15,6/2/2015 0:00
CAMINODELRION012816,CAMINO DEL RIO N ,WARD RD - FAIRMOUNT AV,,,6365,5568,11933,0128-16,5/26/2016 0:00
CAMINODELRION044219,CAMINO DEL RIO N  ,QUALCOMM WY - MISSION CITY PY,,,5226,4766,9992,0442-19,11/12/2019 0:00
CAMINODELRIOS039206,CAMINO DEL RIO S,AUTO CIRCLE  - TEXAS ST,,,3740,2950,6690,0392-06,9/28/2006 0:00
CAMINODELRIOS062509,CAMINO DEL RIO S,AUTO CIRCLE  - TEXAS ST,,,2585,2360,4945,0625-09,9/2/2009 0:00
CAMINODELRIOS059512,CAMINO DEL RIO S,AUTO CIRCLE  - TEXAS ST,,,2683,3410,6093,0595-12,7/12/2012 0:00
CAMINODELRIOS035905,CAMINO DEL RIO S,CAMINITO PINTORES  - FAIRMOUNT AV,,,2800,3260,6060,0359-05,5/17/2005 0:00
CAMINODELRIOS028008,CAMINO DEL RIO S,CAMINITO PINTORES  - FAIRMOUNT AV,,,3060,3040,6100,0280-08,6/5/2008 0:00
CAMINODELRIOS047411,CAMINO DEL RIO S,CAMINITO PINTORES  - FAIRMOUNT AV,,,1945,4815,6760,0474-11,6/14/2011 0:00
CAMINODELRIOS029914,CAMINO DEL RIO S,CAMINITO PINTORES  - FAIRMOUNT AV,,,1942,3812,5754,0299-14,5/6/2014 0:00
CAMINODELRIOS105413,CAMINO DEL RIO S,FAIRMOUNT AV - SD 015 ,,,3054,1680,4734,1054-13,10/29/2013 0:00
CAMINODELRIOS108910,CAMINO DEL RIO S,GLASOE LN - AUTO CIRCLE ,,,4910,4805,9715,1089-10,11/16/2010 0:00
CAMINODELRIOS109113,CAMINO DEL RIO S,GLASOE LN - AUTO CIRCLE ,,,2576,5073,7649,1091-13,3/12/2014 0:00
CAMINODELRIOS109013,CAMINO DEL RIO S,QUALCOMM WY N  - MISSION CITY  PY,,,3880,4786,8666,1090-13,3/12/2014 0:00
CAMINODELRIOS010306,CAMINO DEL RIO S,SCHEIDLER WY - SD 015 ,,,9190,5780,14970,0103-06,5/23/2006 0:00
CAMINODELRIOS036709,CAMINO DEL RIO S,SCHEIDLER WY - SD 015 ,,,5580,5045,10625,0367-09,5/27/2009 0:00
CAMINODELRIOS031412,CAMINO DEL RIO S,SCHEIDLER WY - SD 015 ,,,5578,5356,10934,0314-12,4/27/2012 0:00
CAMINODELRIOS014716,CAMINO DEL RIO S,SCHEIDLER WY - SD 015 ,,,4855,5159,10014,0147-16,5/26/2015 0:00
CAMINODELRIOS039815,CAMINO DEL RIO S,SCHEIDLER WY - SD 015 ,,,4940,5016,9956,0398-15,6/4/2015 0:00
CAMINODELRIOS010406,CAMINO DEL RIO S,SD 015  - CAMINITO PINTORESCO ,,,4390,2320,6710,0104-06,5/23/2006 0:00
CAMINODELRIOS036809,CAMINO DEL RIO S,SD 015  - CAMINITO PINTORESCO ,,,3640,2025,5665,0368-09,5/27/2009 0:00
CAMINODELRIOS031512,CAMINO DEL RIO S,SD 015  - CAMINITO PINTORESCO ,,,3310,1752,5062,0315-12,4/25/2012 0:00
CAMINODELRIOS038915,CAMINO DEL RIO S,SD 015  - CAMINITO PINTORESCO ,,,3871,2106,5977,0389-15,5/6/2015 0:00
CAMINODELRIOS014816,CAMINO DEL RIO S,SD 015  - CAMINITO PINTORESCO ,,,4422,2371,6793,0148-16,5/26/2016 0:00
CAMINODELRIOS109010,CAMINO DEL RIO S,TEXAS ST - SD 805 ,,,7100,6235,13335,1090-10,11/16/2010 0:00
CAMINODELRIOS109213,CAMINO DEL RIO S,TEXAS ST - SD 805 ,,,5064,879,5943,1092-13,3/12/2014 0:00
CAMINODELRIOS109213,CAMINO DEL RIO S,TEXAS ST - SD 805 ,,,5633,5414,11047,1092-13,4/22/2014 0:00
CAMINODELRIOS064115,CAMINO DEL RIO S,WESTERLY TERMINUS  - 580' WESTERLY TERMINUS ,,,1972,2071,4043,0641-15,5/28/2015 0:00
CAMINODELRIOS041316,CAMINO DEL RIO S ,AUTO CR - TEXAS  ST,,,3078,4012,7090,0413-16,9/27/2016 0:00
CAMINODELRIOS044419,CAMINO DEL RIO S  ,GLASOE LN - AUTO CIRCLE  ,,,3853,3605,7458,0444-19,11/13/2019 0:00
CAMINODELRIOS044319,CAMINO DEL RIO S  ,WESTERLY TERMINUS  - 580' E/O WESTERLY TERMINUS  ,,,1684,1678,3362,0443-19,11/13/2019 0:00
CAMINODELRIOW069915,CAMINO DEL RIO W,HANCOCK ST - MOORE ST,22643,31459,,,54102,0699-15,7/30/2015 0:00
CAMINODELRIOW027015,CAMINO DEL RIO W,MOORE ST - N/O MOORE ST,30117,30248,,,60365,0270-15,6/2/2015 0:00
CAMINODELRIOW019809,CAMINO DEL RIO W,MOORE ST - N/O MOORE ST ,26375,32015,,,58390,0198-09,4/1/2009 0:00
CAMINODELRIOW020812,CAMINO DEL RIO W,MOORE ST - N/O MOORE ST ,26875,31596,,,58471,0208-12,3/14/2012 0:00
CAMINODELRIOW029815,CAMINO DEL RIO W,MOORE ST - S/O MOORE ST,29611,30303,,,59914,0298-15,6/3/2015 0:00
CAMINODELRIOW019909,CAMINO DEL RIO W,MOORE ST - S/O MOORE ST ,25915,30235,,,56150,0199-09,4/1/2009 0:00
CAMINODELRIOW020912,CAMINO DEL RIO W,MOORE ST - S/O MOORE ST ,25733,31484,,,57217,0209-12,3/27/2012 0:00
CAMINODELRIOW039919,CAMINO DEL RIO W  ,MOORE   ST - N/O MOORE  ST,21439,22994,,,44433,0399-19,10/22/2019 0:00
CAMINODELSUR001319,CAMINO DEL SUR ,BERNARDO LAKES DR - RANCHO BERNARDO RD,,,10059,11079,21138,0013-19,2/19/2019 0:00
CAMINODELSUR002019,CAMINO DEL SUR ,CARMEL VALLEY RD - LAZANJA DR,,,8836,8828,17664,0020-19,2/7/2019 0:00
CAMINODELSUR039605,CAMINO DEL SUR ,CARMEL VY RD - CAMINITO LAZANJA  ,3020,2870,,,5890,0396-05,3/24/2005 0:00
CAMINODELSUR060305,CAMINO DEL SUR ,CARMEL VY RD - CAMINITO LAZANJA  ,940,970,,,1910,0603-05,12/13/2005 0:00
CAMINODELSUR041308,CAMINO DEL SUR ,CARMEL VY RD - CAMINITO LAZANJA  ,7180,7000,,,14180,0413-08,8/28/2008 0:00
CAMINODELSUR075111,CAMINO DEL SUR ,CARMEL VY RD - CAMINITO LAZANJA  ,5880,5950,,,11830,0751-11,8/9/2011 0:00
CAMINODELSUR030614,CAMINO DEL SUR ,CARMEL VY RD - CAMINITO LAZANJA  ,5516,6469,,,11985,0306-14,4/29/2014 0:00
CAMINODELSUR085615,CAMINO DEL SUR ,CASEY GLEN  - OLD COURSE RD,,,6358,5881,12239,0856-15,8/18/2015 0:00
CAMINODELSUR116911,CAMINO DEL SUR ,FOUR GEE RD - RANCHO BERNARDO RD,8310,8530,,,16840,1169-11,12/8/2011 0:00
CAMINODELSUR030714,CAMINO DEL SUR ,FOUR GEE RD - RANCHO BERNARDO RD,10529,10700,,,21229,0307-14,4/29/2014 0:00
CAMINODELSUR002119,CAMINO DEL SUR ,LAZANJA DR - SAN DIEGUITO RD,6363,6250,,,12613,0021-19,2/7/2019 0:00
CAMINODELSUR006612,CAMINO DEL SUR ,PASEO SUR  - SAN DIEGUITO RD,5220,5250,,,10470,0066-12,1/31/2012 0:00
CAMINODELSUR50318,CAMINO DEL SUR ,SAN DIEGUITO  RD - ARTESIAN  RD,8720,8770,,,17490,503-18,1/30/2019 0:00
CAMINODELSUR004719,CAMINO DEL SUR ,TORREY MEADOWS DR - CARMEL VALLEY RD,9425,8898,,,18323,0047-19,3/20/2019 0:00
CAMINODELSUR047905,CAMINO DEL SUR ,TORREY MEADOWS DR - WOLVERINE WY,8600,8510,,,17110,0479-05,3/24/2005 0:00
CAMINODELSUR109110,CAMINO DEL SUR ,TORREY MEADOWS DR - WOLVERINE WY,9360,9130,,,18490,1091-10,11/30/2010 0:00
CAMINODELSUR073105,CAMINO DEL SUR ,TORREY SANTA FE RD - SD 056 RAMP ,1900,1830,,,3730,0731-05,7/6/2005 0:00
CAMINODELSUR041208,CAMINO DEL SUR ,TORREY SANTA FE RD - SD 056 RAMP ,5240,7090,,,12330,0412-08,8/28/2008 0:00
CAMINODELSUR075011,CAMINO DEL SUR ,TORREY SANTA FE RD - SD 056 RAMP ,5245,4635,,,9880,0750-11,8/9/2011 0:00
CAMINODELSUR030814,CAMINO DEL SUR ,TORREY SANTA FE RD - SD 056 RAMP ,5262,5458,,,10720,0308-14,4/29/2014 0:00
CAMINODELSUR064415,CAMINO DEL SUR ,TORREY SANTA FE RD - SD 056 RAMP ,5247,5719,,,10966,0644-15,7/29/2015 0:00
CAMINODELSUR049112,CAMINO DEL SUR ,VIA AZUL DR - VIA VERRAZZANO ,4935,4824,,,9759,0491-12,5/15/2012 0:00
CAMINODELSUR043215,CAMINO DEL SUR ,VIA AZUL DR - VIA VERRAZZANO ,5385,4728,,,10113,0432-15,6/10/2015 0:00
CAMINODELSUR040019,CAMINO DEL SUR ,VIA VERRAZZANO   - VIA AZUL  DR,6961,6950,,,13911,0400-19,10/22/2019 0:00
CAMINODELSUR033619,CAMINO DEL SUR  ,ARTESIAN  RD - BERNARDO LAKES  DR,,,10663,11026,21689,0336-19,10/16/2019 0:00
CAMINODELSUR033719,CAMINO DEL SUR  ,BERNARDO LAKES  DR - RANCHO BERNARDO  RD,,,10763,10870,21633,0337-19,10/22/2019 0:00
CAMINODELSUR033519,CAMINO DEL SUR  ,CASEY   GL - OLD COURSE  RD,,,10034,9729,19763,0335-19,10/15/2019 0:00
CAMINORICO034218,CAMINO RICO ,ST. THERESE WY - LISIEUX TR,,,1042,1099,2141,0342-18,5/3/2018 0:00
CAMINORUIZ109210,CAMINO RUIZ ,AQUARIUS DR - CALLE CRISTOBAL ,5090,5395,,,10485,1092-10,11/30/2010 0:00
CAMINORUIZ115513,CAMINO RUIZ ,AQUARIUS DR - CALLE CRISTOBAL ,4486,4412,,,8898,1155-13,3/19/2014 0:00
CAMINORUIZ038107,CAMINO RUIZ ,CAPRICORN WY - ZAPATA AV,7910,7290,,,15200,0381-07,9/25/2007 0:00
CAMINORUIZ061310,CAMINO RUIZ ,CAPRICORN WY - ZAPATA AV,6735,6765,,,13500,0613-10,7/8/2010 0:00
CAMINORUIZ028217,CAMINO RUIZ ,CAPRICORN WY - ZAPATA AV,8205,8551,,,16756,0282-17,9/26/2017 0:00
CAMINORUIZ031209,CAMINO RUIZ ,MIRA MESA BL - N/O MIRA MESA BL,11210,12775,,,23985,0312-09,5/7/2009 0:00
CAMINORUIZ031612,CAMINO RUIZ ,MIRA MESA BL - N/O MIRA MESA BL,10785,12493,,,23278,0316-12,4/19/2012 0:00
CAMINORUIZ036615,CAMINO RUIZ ,MIRA MESA BL - N/O MIRA MESA BL,10803,11069,,,21872,0366-15,6/3/2015 0:00
CAMINORUIZ109410,CAMINO RUIZ ,MIRA MESA BL - NEW SALEM ST,9345,11950,,,21295,1094-10,11/30/2010 0:00
CAMINORUIZ115613,CAMINO RUIZ ,MIRA MESA BL - NEW SALEM ST,9992,13057,,,23049,1156-13,3/18/2014 0:00
CAMINORUIZ031309,CAMINO RUIZ ,MIRA MESA BL - S/O MIRA MESA BL,9545,10260,,,19805,0313-09,5/7/2009 0:00
CAMINORUIZ031712,CAMINO RUIZ ,MIRA MESA BL - S/O MIRA MESA BL,9273,9548,,,18821,0317-12,4/19/2012 0:00
CAMINORUIZ036715,CAMINO RUIZ ,MIRA MESA BL - S/O MIRA MESA BL,11503,10870,,,22373,0367-15,6/3/2015 0:00
CAMINORUIZ037907,CAMINO RUIZ ,MIRALANI DR - JADE COAST DR,12610,12800,,,25410,0379-07,9/26/2007 0:00
CAMINORUIZ069910,CAMINO RUIZ ,MIRALANI DR - JADE COAST DR,11970,11760,,,23730,0699-10,8/17/2010 0:00
CAMINORUIZ029217,CAMINO RUIZ ,MIRALANI DR - JADE COAST DR,13386,12740,,,26126,0292-17,9/27/2017 0:00
CAMINORUIZ053105,CAMINO RUIZ ,MIRAMAR RD - ACTIVITY RD,12220,12320,,,24540,0531-05,8/11/2005 0:00
CAMINORUIZ047511,CAMINO RUIZ ,MIRAMAR RD - ACTIVITY RD,11585,12215,,,23800,0475-11,6/28/2011 0:00
CAMINORUIZ030014,CAMINO RUIZ ,MIRAMAR RD - ACTIVITY RD,11525,10874,,,22399,0300-14,5/8/2014 0:00
CAMINORUIZ075315,CAMINO RUIZ ,MIRAMAR RD - ACTIVITY RD,12052,10935,,,22987,0753-15,8/4/2015 0:00
CAMINORUIZ038007,CAMINO RUIZ ,NEW SALEM ST - WESTMORE RD,12000,11400,,,23400,0380-07,9/26/2007 0:00
CAMINORUIZ070010,CAMINO RUIZ ,NEW SALEM ST - WESTMORE RD,11190,10945,,,22135,0700-10,8/17/2010 0:00
CAMINORUIZ029317,CAMINO RUIZ ,NEW SALEM ST - WESTMORE RD,11163,11647,,,22810,0293-17,9/27/2017 0:00
CAMINORUIZ053205,CAMINO RUIZ ,REAGAN RD - MESA SOMBRA DY,10110,10480,,,20590,0532-05,8/11/2005 0:00
CAMINORUIZ046308,CAMINO RUIZ ,REAGAN RD - MESA SOMBRA DY,8800,9020,,,17820,0463-08,8/26/2008 0:00
CAMINORUIZ074811,CAMINO RUIZ ,REAGAN RD - MESA SOMBRA DY,9445,8945,,,18390,0748-11,8/11/2011 0:00
CAMINORUIZ030114,CAMINO RUIZ ,REAGAN RD - MESA SOMBRA DY,10540,10081,,,20621,0301-14,5/8/2014 0:00
CAMINORUIZ075415,CAMINO RUIZ ,REAGAN RD - MESA SOMBRA DY,10840,10441,,,21281,0754-15,8/4/2015 0:00
CAMINORUIZ053405,CAMINO RUIZ ,WESTMORE RD - HYDRA LN,10400,10350,,,20750,0534-05,8/11/2005 0:00
CAMINORUIZ046508,CAMINO RUIZ ,WESTMORE RD - HYDRA LN,9140,9380,,,18520,0465-08,9/17/2008 0:00
CAMINORUIZ090211,CAMINO RUIZ ,WESTMORE RD - HYDRA LN,9375,8865,,,18240,0902-11,9/28/2011 0:00
CAMINORUIZ030214,CAMINO RUIZ ,WESTMORE RD - HYDRA LN,10802,10649,,,21451,0302-14,5/8/2014 0:00
CAMINORUIZ075615,CAMINO RUIZ ,WESTMORE RD - HYDRA LN,10083,10927,,,21010,0756-15,8/4/2015 0:00
CAMINORUIZ109310,CAMINO RUIZ ,ZAPATA AV - AQUARIUS DR,5615,5890,,,11505,1093-10,11/30/2010 0:00
CAMINORUIZ115713,CAMINO RUIZ ,ZAPATA AV - AQUARIUS DR,4835,4338,,,9173,1157-13,3/18/2014 0:00
CAMINOSANTAFE036507,CAMINO SANTA FE ,CARROLL RD - TRADE ST,10020,9730,,,19750,0365-07,9/27/2007 0:00
CAMINOSANTAFE071310,CAMINO SANTA FE ,CARROLL RD - TRADE ST,8135,8620,,,16755,0713-10,8/3/2010 0:00
CAMINOSANTAFE065013,CAMINO SANTA FE ,CARROLL RD - TRADE ST,10296,10604,,,20900,0650-13,11/5/2013 0:00
CAMINOSANTAFE030617,CAMINO SANTA FE ,CARROLL RD - TRADE ST,10579,10026,,,20605,0306-17,9/28/2017 0:00
CAMINOSANTAFE048905,CAMINO SANTA FE ,COMMERCE AV - CONSTRUCTION CT,11080,12940,,,24020,0489-05,8/11/2005 0:00
CAMINOSANTAFE109510,CAMINO SANTA FE ,COMMERCE AV - CONSTRUCTION CT,10360,12130,,,22490,1095-10,11/30/2010 0:00
CAMINOSANTAFE115813,CAMINO SANTA FE ,COMMERCE AV - CONSTRUCTION CT,13116,14295,,,27411,1158-13,3/18/2014 0:00
CAMINOSANTAFE074815,CAMINO SANTA FE ,COMMERCE AV - CONSTRUCTION CT,12519,14332,,,26851,0748-15,8/26/2015 0:00
CAMINOSANTAFE040307,CAMINO SANTA FE ,FLANDERS DR - MIRA MESA BL,8380,7060,,,15440,0403-07,9/27/2007 0:00
CAMINOSANTAFE070410,CAMINO SANTA FE ,FLANDERS DR - MIRA MESA BL,7130,8230,,,15360,0704-10,8/25/2010 0:00
CAMINOSANTAFE029717,CAMINO SANTA FE ,FLANDERS DR - MIRA MESA BL,8843,9271,,,18114,0297-17,9/26/2017 0:00
CAMINOSANTAFE036607,CAMINO SANTA FE ,MAYCREST LN - SORRENTO VALLEY BL,4950,4560,,,9510,0366-07,9/27/2007 0:00
CAMINOSANTAFE071410,CAMINO SANTA FE ,MAYCREST LN - SORRENTO VALLEY BL,4110,4005,,,8115,0714-10,8/25/2010 0:00
CAMINOSANTAFE047611,CAMINO SANTA FE ,MAYCREST LN - SORRENTO VALLEY BL,4330,4720,,,9050,0476-11,6/28/2011 0:00
CAMINOSANTAFE030314,CAMINO SANTA FE ,MAYCREST LN - SORRENTO VALLEY BL,4404,5039,,,9443,0303-14,5/8/2014 0:00
CAMINOSANTAFE030717,CAMINO SANTA FE ,MAYCREST LN - SORRENTO VALLEY BL,5130,4629,,,9759,0307-17,9/28/2017 0:00
CAMINOSANTAFE049005,CAMINO SANTA FE ,MIRAMAR RD - CORTE SANTA FE ,11220,12740,,,23960,0490-05,8/11/2005 0:00
CAMINOSANTAFE042908,CAMINO SANTA FE ,MIRAMAR RD - CORTE SANTA FE ,14080,13510,,,27590,0429-08,8/28/2008 0:00
CAMINOSANTAFE074911,CAMINO SANTA FE ,MIRAMAR RD - CORTE SANTA FE ,11665,11165,,,22830,0749-11,8/17/2011 0:00
CAMINOSANTAFE030414,CAMINO SANTA FE ,MIRAMAR RD - CORTE SANTA FE ,12577,14319,,,26896,0304-14,5/7/2014 0:00
CAMINOSANTAFE074915,CAMINO SANTA FE ,MIRAMAR RD - CORTE SANTA FE ,11026,13829,,,24855,0749-15,8/26/2015 0:00
CAMINOSANTAFE042108,CAMINO SANTA FE ,TRADE ST - SUMMERS RIDGE RD,7650,6850,,,14500,0421-08,9/18/2008 0:00
CAMINOSANTAFE092811,CAMINO SANTA FE ,TRADE ST - SUMMERS RIDGE RD,9930,8855,,,18785,0928-11,9/14/2011 0:00
CAMINOSANTAFE030514,CAMINO SANTA FE ,TRADE ST - SUMMERS RIDGE RD,10231,9220,,,19451,0305-14,5/8/2014 0:00
CAMINOSIESTA044507,CAMINO SIESTA ,CAMINO RIO N  - CAMINO REINA ,2590,2620,,,5210,0445-07,10/11/2007 0:00
CAMINOSIESTA082410,CAMINO SIESTA ,CAMINO RIO N  - CAMINO REINA ,2555,1850,,,4405,0824-10,9/8/2010 0:00
CAMINOSIESTA085213,CAMINO SIESTA ,CAMINO RIO N  - CAMINO REINA ,2980,1884,,,4864,0852-13,11/14/2013 0:00
CAMIONESWY44519,CAMIONES  WY,CAMINO DE LA PLAZA  - SOUTH END  ,,,,,0,445-19,
