seg_id,oci,street,street_from,street_to,seg_length_ft,seg_width_ft,func_class,pvm_class,area_sq_ft,oci_desc,oci_wt
SS-001315,72.38,54TH ST,LEA ST,UNIVERSITY AV,1058.31,36,Major,AC Improved,38099.16,Good,2757693.399
SS-001318,72.89,54TH ST,STREAMVIEW DR,CHOLLAS PY,481.2669,72,Major,AC Improved,34651.2168,Good,2525657.89
SS-001319,71.32,54TH ST,REDWOOD ST,MARVIN ST,1287.8154,80,Major,AC Improved,103025.232,Good,7347347.445
SS-001320,70.50,54TH ST,NUTMEG ST,OLIVE ST,381.0476,55,Major,AC Improved,20957.618,Good,1477553.984
SS-001321,54.54,54TH ST,PIROTTE DR,LAUREL ST,727.6002,32,Collector,AC Improved,23283.2064,Fair,1269866.077
SS-001322,64.91,54TH ST,NARANJA ST,END,47.0589,40,Residential,AC Improved,1882.356,Fair,122183.728
SS-001323,63.72,54TH ST,SANTA MARGARITA ST,IMPERIAL AV,448,30,Residential,AC Improved,13440,Fair,856369.92
SS-001324,46.15,55TH PL,DOROTHY DR,MARY LANE DR,420.0299,30,Residential,AC Improved,12600.897,Fair,581531.3966
SS-001325,61.62,55TH ST,LINDO PASEO,HARDY AV,291.2449,56,Major,AC Improved,16309.7144,Fair,1004971.982
SS-001326,71.00,55TH ST,MARY LANE DR,MONTEZUMA RD,185.0972,36,Collector,AC Improved,6663.4992,Good,473108.4432
SS-001327,67.00,55TH ST,MARY LANE DR,MARY LANE DR,151.0319,36,Residential,AC Improved,5437.1484,Fair,364288.9428
SS-001328,57.33,55TH ST,DOROTHY DR,MARY LANE DR,275.1473,36,Residential,AC Improved,9905.3028,Fair,567871.0095
SS-001329,86.10,55TH ST,COLLIER AV,REDLAND DR,466.1545,30,Residential,PCC Jointed Concrete,13984.635,Good,1204077.074
SS-001330,81.00,55TH ST,ADAMS AV,COLLIER AV,303.0265,30,Residential,PCC Jointed Concrete,9090.795,Good,736354.395
SS-001331,85.33,55TH ST,SIESTA DR,ADAMS AV,351.0911,30,Residential,PCC Jointed Concrete,10532.733,Good,898779.1724
SS-001332,80.93,55TH ST,MADISON AV,SIESTA DR,299.2023,30,Residential,PCC Jointed Concrete,8976.069,Good,726451.2163
SS-001333,97.60,55TH ST,EL CAJON BL,GILBERT DR,145.0311,30,Residential,PCC Jointed Concrete,4350.933,Good,424651.0608
SS-001334,76.12,55TH ST,MICHAEL ST,DWIGHT ST,253.0179,36,Residential,AC Improved,9108.6444,Good,693350.0117
SS-001335,90.89,55TH ST,STREAMVIEW DR,MICHAEL ST,266,36,Residential,AC Improved,9576,Good,870343.488
SS-001336,80.69,55TH ST,MARVIN ST,STREAMVIEW DR,544,36,Residential,AC Improved,19584,Good,1580154.624
SS-001337,79.44,55TH ST,REDWOOD ST,MARVIN ST,903,36,Residential,AC Improved,32508,Good,2582370.504
SS-001338,79.44,55TH ST,BEGIN,REDWOOD ST,376,36,Residential,AC Improved,13536,Good,1075326.912
SS-001339,42.91,55TH ST,OLIVE ST,COLLEGE GROVE DR,298,36,Residential,AC Improved,10728,Fair,460317.024
SS-001340,88.38,55TH ST,SEIFERT ST,OLIVE ST,329,36,Residential,AC Improved,11844,Good,1046749.032
SS-001341,88.52,55TH ST,LAUREL ST,SEIFERT ST,787,36,Residential,AC Improved,28332,Good,2507948.64
SS-001342,41.56,55TH ST,TIMOTHY DR,FAULCONER ST,245.1583,36,Residential,AC Improved,8825.6988,Fair,366796.0421
SS-001343,66.85,55TH ST,HANNA ST,TIMOTHY DR,188.6584,36,Residential,AC Improved,6791.7024,Fair,454025.3054
SS-001344,70.90,55TH ST,GRAPE ST,HANNA ST,269.4215,36,Residential,AC Improved,9699.174,Good,687671.4366
SS-001345,52.47,55TH ST,AMANDA ST,IMPERIAL AV,240.0186,28,Residential,AC Improved,6720.5208,Fair,352625.7264
SS-001346,38.00,55TH ST,SANTA MARGARITA ST,AMANDA ST,221.5851,28,Residential,AC Improved,6204.3828,Poor,235766.5464
SS-001347,71.86,55TH ST,REMINGTON RD,END,1157.5314,40,Collector,AC Improved,46301.256,Good,3327393.461
SS-001348,54.39,55TH ST,HARDY AV,REMINGTON RD,1053.7061,56,Major,AC Improved,59007.5416,Fair,3209420.188
SS-001349,64.77,55TH ST,MONTEZUMA RD,LINDO PASEO,382.2943,56,Major,AC Improved,21408.4808,Fair,1386670.118
SS-001350,14.24,55TH ST,REDLAND DR,REDLAND DR,608.5777,30,Residential,AC Improved,18257.331,Poor,259984.3934
SS-001351,78.20,55TH ST,GILBERT DR,MADISON AV,784.0008,30,Residential,PCC Jointed Concrete,23520.024,Good,1839265.877
SS-001352,84.29,55TH ST,FAULCONER ST,LAUREL ST,867.2202,36,Residential,AC Improved,31219.9272,Good,2631465.224
SS-001353,63.53,56TH PL,BEGIN,56TH ST,242,30,Residential,AC Improved,7260,Fair,461227.8
SS-001354,47.69,56TH ST,MADISON AV,ADAMS AV,646.0379,30,Residential,AC Improved,19381.137,Fair,924286.4235
SS-001356,51.62,56TH ST,ADELAIDE AV,EL CAJON BL,296.0291,30,Collector,AC Improved,8880.873,Fair,458430.6643
SS-001357,71.58,56TH ST,VALE WY,TROJAN AV,309,40,Residential,AC Improved,12360,Good,884728.8
SS-001358,85.80,56TH ST,LAUREL ST,END,165.528,30,Residential,AC Improved,4965.84,Good,426069.072
SS-001359,89.76,56TH ST,KATHLEEN PL,LAUREL ST,853.9587,36,Residential,AC Improved,30742.5132,Good,2759570.955
SS-001360,70.00,56TH ST,ROSWELL ST,END,514.5287,28,Local,AC Improved,14406.8036,Good,1008476.252
SS-001361,65.71,56TH ST,GLEN RD,ROSWELL ST,400.1142,28,Local,AC Improved,11203.1976,Fair,736162.1143
SS-001363,38.77,56TH ST,56TH PL,MC HUGH ST,405,36,Residential,AC Improved,14580,Poor,565266.6
SS-001365,52.35,56TH ST,EL CAJON BL,MADISON AV,872.0576,30,Residential,AC Improved,26161.728,Fair,1369461.814
SS-001366,46.22,56TH ST,MEADE AV,ADELAIDE AV,326.0553,30,Residential,AC Improved,9781.659,Fair,452088.7157
SS-001367,41.93,56TH ST,TROJAN AV,MEADE AV,660.2734,40,Residential,AC Improved,26410.936,Fair,1107410.546
SS-001368,66.29,57TH ST,ROSWELL ST,LUBER ST,646,36,Local,AC Improved,23256,Fair,1541547.216
SS-001369,77.08,57TH ST,BOLLENBACHER ST,ROSWELL ST,368,36,Local,AC Improved,13248,Good,1021155.84
SS-001370,88.40,58TH PL,BEGIN,58TH ST,645.7861,36,Residential,AC Improved,23248.2996,Good,2055056.691
SS-001371,69.46,58TH ST,EL CAJON BL,MADISON AV,743.6655,30,Residential,AC Improved,22309.965,Fair,1549560.929
SS-001372,66.10,58TH ST,ESTELLE ST,EL CAJON BL,180.0027,30,Residential,AC Improved,5400.081,Fair,356945.3541
SS-001373,56.43,58TH ST,VALE WY,MEADE AV,214.2334,36,Collector,AC Improved,7712.4024,Fair,435195.4426
SS-001374,66.98,58TH ST,TROJAN AV,VALE WY,444.1127,36,Collector,AC Improved,15988.0572,Fair,1070880.071
SS-001375,81.52,58TH ST,SPARTAN DR,TROJAN AV,187.4513,40,Collector,AC Improved,7498.052,Good,611241.199
SS-001376,83.84,58TH ST,OLYMPIC ST,SPARTAN DR,483.6834,40,Collector,AC Improved,19347.336,Good,1622003.261
SS-001380,84.70,58TH ST,BATES ST,UNIVERSITY AV,506.7741,78,Collector,AC Improved,39528.3798,Good,3348211.883
SS-001381,77.64,58TH ST,DANDRIDGE LN,BATES ST,144.2282,40,Collector,AC Improved,5769.128,Good,447938.1744
SS-001382,95.40,58TH ST,ASCOT ST,DANDRIDGE LN,141.9252,40,Collector,AC Improved,5677.008,Good,541586.5632
SS-001383,95.50,58TH ST,HUGHES ST,ASCOT ST,652.1106,40,Collector,PCC Jointed Concrete,26084.424,Good,2491062.492
SS-001384,51.97,58TH ST,DAY ST,HUGHES ST,730.4058,40,Collector,AC Improved,29216.232,Fair,1518367.577
SS-001385,72.40,58TH ST,ADELAIDE AV,ESTELLE ST,226.1432,30,Residential,AC Improved,6784.296,Good,491183.0304
SS-001386,67.80,58TH ST,MEADE AV,ADELAIDE AV,333.006,30,Residential,AC Improved,9990.18,Fair,677334.204
SS-001387,28.81,59TH ST,BARBAROSSA DR,BARBAROSSA DR,683.4587,36,Residential,AC Improved,24604.5132,Poor,708856.0253
SS-001388,38.25,59TH ST,ADAMS AV,BARBAROSSA DR,186.0272,36,Residential,AC Improved,6696.9792,Poor,256159.4544
SS-001389,34.49,59TH ST,MADISON AV,ADAMS AV,654.0275,30,Residential,AC Improved,19620.825,Poor,676722.2543
SS-001390,25.86,59TH ST,EL CAJON BL,MADISON AV,432.5728,30,Residential,AC Improved,12977.184,Poor,335589.9782
SS-001391,32.53,59TH ST,ESTELLE ST,END,88.0229,30,Residential,AC Improved,2640.687,Poor,85901.54811
SS-001392,26.31,59TH ST,ADELAIDE AV,ESTELLE ST,230.0346,30,Residential,AC Improved,6901.038,Poor,181580.1119
SS-001393,48.82,59TH ST,KENWOOD ST,BROOKLYN AV,694.0259,30,Residential,AC Improved,20820.777,Fair,1016470.333
SS-001394,55.06,59TH ST,MARKET ST,KENWOOD ST,446.2523,30,Collector,AC Improved,13387.569,Fair,737119.5491
SS-001395,70.24,59TH ST,KINGS VIEW CT,BALMORAL DR,272.3607,30,Residential,PCC Jointed Concrete,8170.821,Good,573918.467
SS-001396,98.00,59TH ST,FENNELL AV,KINGS VIEW CT,90,32,Residential,AC Improved,2880,Good,282240
SS-001399,85.93,60TH ST,ADAMS AV,END,1137,36,Residential,AC Improved,40932,Good,3517286.76
SS-001400,54.98,60TH ST,EL CAJON BL,ADAMS AV,762.006,20,Residential,AC Improved,15240.12,Fair,837962.7581
SS-001401,32.17,60TH ST,CAROL ST,EL CAJON BL,318.0063,36,Collector,AC Improved,11448.2268,Poor,368243.6632
SS-001402,31.56,60TH ST,BRADFORD ST,CAROL ST,254.071,36,Collector,AC Improved,9146.556,Poor,288665.3074
SS-001403,64.84,60TH ST,ESTELLE ST,ESTELLE ST,100,36,Collector,AC Improved,3600,Fair,233424
SS-001405,66.23,60TH ST,ADELAIDE AV,ESTELLE ST,179.1723,40,Collector,AC Improved,7166.892,Fair,474648.9234
SS-001406,78.44,60TH ST,TROJAN AV,ADELAIDE AV,235.1044,40,Collector,AC Improved,9404.176,Good,737625.9487
SS-001407,70.43,60TH ST,MEADE AV,TROJAN AV,46,40,Residential,AC Improved,1840,Good,129591.2
SS-001408,19.80,60TH ST,BEGIN,MEADE AV,1126.1921,36,Residential,AC Improved,40542.9156,Poor,802749.7289
SS-001409,9.07,60TH ST,ROCK PL,UNIVERSITY AV,231.2252,60,Collector,AC Improved,13873.512,Poor,125832.7538
SS-001410,22.50,60TH ST,ROCK ST,ROCK PL,161.3103,41,Residential,AC Improved,6613.7223,Poor,148808.7518
SS-001412,85.10,60TH ST,MICHAEL ST,DWIGHT ST,253.0713,36,Residential,AC Improved,9110.5668,Good,775345.6769
SS-001413,91.64,60TH ST,THORN ST,MICHAEL ST,253.0496,36,Residential,AC Improved,9109.7856,Good,834820.7524
SS-001414,85.84,60TH ST,BARK ST,THORN ST,281.1136,36,Residential,AC Improved,10120.0896,Good,868708.4913
SS-001415,97.60,60TH ST,REDWOOD ST,BARK ST,147.0136,36,Residential,AC Improved,5292.4896,Good,516546.985
SS-001416,83.28,60TH ST,REDWOOD ST,REDWOOD ST,115.0175,36,Residential,AC Improved,4140.63,Good,344815.1039
SS-001417,74.00,60TH ST,BEGIN,REDWOOD ST,124.0041,36,Residential,AC Improved,4464.1476,Good,330346.9224
SS-001418,83.47,60TH ST,FULMAR ST,FEDERAL BL,255.9998,40,Collector,AC Improved,10239.992,Good,854711.6523
SS-001419,62.18,60TH ST,CHAUMONT DR,FULMAR ST,709.2624,40,Collector,PCC Jointed Concrete,28370.496,Fair,1764134.182
SS-001421,74.10,60TH ST,TOOLEY ST,CHAUMONT DR,272.9367,40,Collector,AC Improved,10917.468,Good,808940.7089
SS-001422,74.73,60TH ST,UPLAND ST,DIPPER ST,538.0008,40,Collector,AC Improved,21520.032,Good,1608191.991
SS-001423,73.22,60TH ST,GRAVITY WY,UPLAND ST,165.1813,40,Collector,AC Improved,6607.252,Good,483809.4204
SS-001425,66.95,60TH ST,WEAVER ST,BURIAN ST,819.6998,56,Collector,AC Unimproved,45903.1888,Fair,3073310.297
SS-001426,66.08,60TH ST,RADIO DR,WEAVER ST,276.0019,56,Collector,AC Unimproved,15456.1064,Fair,1021277.686
SS-001428,73.47,60TH ST,WUNDERLIN AV,BROADWAY,300.0001,30,Collector,AC Improved,9000.003,Good,661266.2204
SS-001429,69.30,60TH ST,BROOKLYN AV,WUNDERLIN AV,498,36,Collector,AC Improved,17928,Fair,1242482.112
SS-001430,74.81,60TH ST,KENWOOD ST,BROOKLYN AV,686.0466,36,Collector,AC Improved,24697.6776,Good,1847534.471
SS-001431,71.09,60TH ST,AKINS AV,KENWOOD ST,576.1252,36,Collector,AC Improved,20740.5072,Good,1474484.138
SS-001432,49.94,60TH ST,ESTELLE ST,BRADFORD ST,289.529,36,Collector,AC Improved,10423.044,Fair,520485.1252
SS-001433,88.86,60TH ST,UNIVERSITY (FTG) AV,END,432.9417,36,Residential,AC Improved,15585.9012,Good,1384963.181
SS-001434,64.42,60TH ST,DIPPER ST,TOOLEY ST,460.7919,40,Collector,AC Unimproved,18431.676,Fair,1187405.431
SS-001435,20.00,60TH ST,IMPERIAL AV,AKINS AV,122.0071,36,Collector,AC Improved,4392.2556,Poor,87845.112
SS-001436,74.27,61ST ST,AKINS AV,BROOKLYN AV,1203.0701,40,Residential,AC Unimproved,48122.804,Good,3573888.162
SS-001437,87.14,61ST ST,NANCITA CT,IMPERIAL AV,916.2048,40,Collector,PCC Jointed Concrete,36648.192,Good,3193596.747
SS-001438,58.66,61ST ST,BENSON AV,FENNELL AV,210.0213,40,Collector,PCC Jointed Concrete,8400.852,Fair,492793.9783
SS-001439,67.78,61ST ST,FLIPPER DR,BENSON AV,473.1057,40,Collector,AC Improved,18924.228,Fair,1282759.871
SS-001440,74.78,61ST ST,FENNELL AV,NANCITA CT,432.0306,40,Collector,AC Improved,17281.224,Good,1292220.806
SS-001441,62.48,62ND ST,STEWART ST,HOBART ST,269.0299,36,Residential,AC Improved,9685.0764,Fair,605123.5735
SS-001442,73.63,62ND ST,ROSE ST,STEWART ST,255.0077,36,Residential,AC Improved,9180.2772,Good,675907.0891
SS-001443,74.33,62ND ST,MADELINE ST,ACORN ST,287.028,36,Residential,AC Improved,10333.008,Good,768052.4846
SS-001444,52.33,62ND ST,ESTELLE ST,MADELINE ST,302,36,Residential,AC Improved,10872,Fair,568931.76
SS-001445,85.48,62ND ST,AKINS AV,BROOKLYN AV,1079.0165,40,Residential,AC Improved,43160.66,Good,3689545.859
SS-001446,50.86,62ND ST,STANLEY AV,EL CAJON BL,575.167,40,Collector,AC Improved,23006.68,Fair,1170211.772
SS-001447,60.82,62ND ST,ACORN ST,STANLEY AV,327.3293,40,Collector,AC Improved,13093.172,Fair,796379.0937
SS-001448,96.00,62ND ST,IMPERIAL AV,AKINS AV,133.0067,40,Collector,AC Improved,5320.268,Good,510745.728
SS-001449,98.00,63RD ST,BROCKBANK PL,TIPTON ST,98.3125,36,Residential,AC Improved,3539.25,Good,346846.5
SS-001450,82.50,63RD ST,MONTEZUMA RD,BROCKBANK PL,564.4198,36,Residential,AC Improved,20319.1128,Good,1676245.53
SS-001451,90.63,63RD ST,MARY LANE DR,MONTEZUMA RD,237.3813,36,Collector,AC Improved,8545.7268,Good,774465.037
SS-001452,81.74,63RD ST,DOROTHY DR,MARY LANE DR,248.2014,36,Collector,AC Improved,8935.2504,Good,730331.6267
SS-001453,82.00,63RD ST,PONTIAC ST,DOROTHY DR,255.3174,36,Collector,AC Improved,9191.4264,Good,753715.3477
SS-001454,41.69,63RD ST,MESITA DR,PONTIAC ST,236.0296,36,Collector,AC Improved,8497.0656,Fair,354276.6531
SS-001455,75.93,63RD ST,HOBART ST,MESITA DR,600.7428,36,Collector,AC Improved,21626.7408,Good,1642161.682
SS-001456,72.00,63RD ST,CATOCTIN DR,HOBART ST,295.4471,36,Collector,AC Improved,10636.0956,Good,765798.8832
SS-001457,71.41,63RD ST,CHOCTAW DR,CATOCTIN DR,132.444,36,Collector,AC Improved,4767.984,Good,340462.6655
SS-001458,87.57,63RD ST,ROSE ST,CHOCTAW DR,153.8438,36,Collector,AC Improved,5538.3768,Good,484984.5796
SS-001459,78.87,63RD ST,EL CAJON BL,ROSE ST,565.2769,36,Collector,AC Improved,20349.9684,Good,1605002.008
SS-001460,85.94,63RD ST,WUNDERLIN AV,BROADWAY,494.004,40,Residential,AC Improved,19760.16,Good,1698188.15
SS-001461,82.88,63RD ST,BROOKLYN AV,WUNDERLIN AV,497.004,40,Residential,AC Improved,19880.16,Good,1647588.14
SS-001462,85.37,63RD ST,AKINS AV,BROOKLYN AV,1014.0078,40,Residential,AC Improved,40560.312,Good,3462714.956
SS-001463,24.96,63RD ST,SHAULES AV,MADRONE AV,411.0002,40,Residential,AC Unimproved,16440.008,Poor,410342.5997
SS-001465,49.97,63RD ST,STANLEY AV,EL CAJON BL,734.1338,40,Residential,AC Improved,29365.352,Fair,1467504.101
SS-001466,74.91,63RD ST,ACORN ST,STANLEY AV,439.0004,36,Residential,AC Improved,15804.0144,Good,1183847.111
SS-001467,56.72,63RD ST,MADELINE ST,ACORN ST,355.0585,40,Residential,AC Improved,14202.34,Fair,805556.7248
SS-001469,33.23,63RD ST,MADRONE AV,IMPERIAL AV,372.0337,40,Residential,AC Improved,14881.348,Poor,494566.7194
SS-001470,50.27,64TH ST,CATOCTIN DR,MESITA DR,522.716,36,Collector,AC Improved,18817.776,Fair,945931.964
SS-001471,16.94,64TH ST,AKINS AV,END,688.8771,30,Residential,AC Improved,20666.313,Poor,350087.3422
SS-001472,76.56,65TH ST,WUNDERLIN AV,BROADWAY,490.0255,40,Collector,AC Improved,19601.02,Good,1500614.889
SS-001473,70.54,65TH ST,BROOKLYN AV,WUNDERLIN AV,503.0159,40,Collector,AC Improved,20120.636,Good,1419390.146
SS-001474,72.27,65TH ST,OTAY ST,BROOKLYN AV,472.0382,40,Collector,AC Improved,18881.528,Good,1364643.555
SS-001475,92.00,65TH ST,HERRICK ST,OTAY ST,152,40,Collector,AC Improved,6080,Good,559360
SS-001476,43.00,65TH ST,AKINS AV,HERRICK ST,186.0107,40,Collector,AC Improved,7440.428,Fair,319938.404
SS-001477,30.00,65TH ST,IMPERIAL AV,AKINS AV,137.4831,40,Collector,AC Improved,5499.324,Poor,164979.72
SS-001478,57.25,65TH ST,BEGIN,IMPERIAL AV,607.5282,30,Collector,AC Improved,18225.846,Fair,1043429.684
SS-001479,88.22,66TH ST,HERRICK ST,BROOKLYN AV,598.5033,33,Residential,AC Improved,19750.6089,Good,1742398.717
SS-001480,74.00,66TH ST,AKINS AV,HERRICK ST,113.3051,33,Residential,AC Improved,3739.0683,Good,276691.0542
SS-001482,98.00,66TH ST,BEGIN,IMPERIAL AV,211.9603,40,Residential,AC Unimproved,8478.412,Good,830884.376
SS-001483,77.65,67TH ST,LAMBERT LN,RICHARD ST,790.063,36,Residential,AC Improved,28442.268,Good,2208598.995
SS-001484,71.55,67TH ST,SARANAC ST,LAMBERT LN,190.0108,36,Residential,AC Improved,6840.3888,Good,489416.1379
SS-001485,74.86,67TH ST,SARANAC ST,SARANAC ST,136.0144,36,Residential,AC Improved,4896.5184,Good,366572.9535
SS-001486,81.87,67TH ST,MOHAWK ST,MOHAWK ST,87.0059,40,Residential,AC Improved,3480.236,Good,284933.8818
SS-001487,74.07,67TH ST,AMHERST ST,AMHERST ST,352.3854,30,Collector,AC Improved,10571.562,Good,783056.7405
SS-001488,75.64,67TH ST,SHANNON AV,AMHERST ST,331,24,Residential,AC Improved,7944,Good,600884.16
SS-001489,82.92,67TH ST,ROSEFIELD DR,SHANNON AV,158,30,Residential,AC Improved,4740,Good,393040.8
SS-001490,78.63,67TH ST,SOLITA AV,ROSEFIELD DR,830,35,Residential,AC Improved,29050,Good,2284201.5
SS-001491,86.52,67TH ST,VALENCIA DR,SOLITA AV,706,35,Residential,AC Improved,24710,Good,2137810.36
SS-001492,78.10,67TH ST,PATRIA DR,VALENCIA DR,253,35,Residential,AC Improved,8855,Good,691610.92
SS-001493,71.62,67TH ST,AKINS AV,BROOKLYN AV,635.0788,36,Residential,PCC Jointed Concrete,22862.8368,Good,1637436.372
SS-001494,83.06,67TH ST,MOHAWK ST,SARANAC ST,342.0023,40,Residential,AC Improved,13680.092,Good,1136323.162
SS-001495,85.85,67TH ST,EL CAJON BL,MOHAWK ST,411.0125,40,Collector,AC Improved,16440.5,Good,1411384.044
SS-001496,85.75,67TH ST,AMHERST ST,EL CAJON BL,369.7464,30,Residential,AC Improved,11092.392,Good,951194.7988
SS-001497,51.91,68TH ST,SARANAC ST,END,565.9166,36,Residential,AC Improved,20372.9976,Fair,1057603.051
SS-001498,89.83,68TH ST,MOHAWK ST,SARANAC ST,385.1425,36,Residential,AC Improved,13865.13,Good,1245532.358
SS-001500,86.81,68TH ST,SOLITA AV,ROSEFIELD DR,846.1278,36,Residential,AC Improved,30460.6008,Good,2644345.677
SS-001501,10.64,68TH ST,BROOKLYN AV,WUNDERLIN AV,502.004,36,Residential,AC Improved,18072.144,Poor,192287.6122
SS-001502,50.50,68TH ST,AKINS AV,BROOKLYN AV,508,36,Residential,AC Improved,18288,Fair,923544
SS-001503,87.39,68TH ST,JAMACHA RD,IMPERIAL AV,294.0154,39,Collector,AC Improved,11466.6006,Good,1002020.36
SS-001504,38.60,68TH ST,MADRONE AV,JAMACHA RD,660.1939,20,Residential,AC Improved,13203.878,Poor,509669.6908
SS-001505,64.30,68TH ST,PALO ALTO LN,MADRONE AV,682.4961,36,Residential,AC Improved,24569.8596,Fair,1579940.252
SS-001506,62.40,68TH ST,BENSON AV,PALO ALTO LN,687.3718,36,Residential,AC Improved,24745.3848,Fair,1544062.521
SS-001507,84.38,68TH ST,EL CAJON BL,MOHAWK ST,388.034,36,Residential,AC Improved,13969.224,Good,1178778.998
SS-001508,30.69,68TH ST,AMHERST ST,EL CAJON BL,392.0331,40,Residential,AC Improved,15681.324,Poor,481259.8336
SS-001509,40.47,68TH ST,ROSEFIELD DR,AMHERST ST,718.0351,36,Residential,AC Improved,25849.2636,Fair,1046016.301
SS-001510,80.28,68TH ST,UNIVERSITY AV,CITY BOUNDARY,164.3472,30,Residential,AC Improved,4930.416,Good,395813.7965
SS-001511,58.02,69TH PL,EBERHART ST,AMHERST ST,426.0001,30,Residential,AC Improved,12780.003,Fair,741444.654
SS-001512,37.69,69TH ST,MANDALAY RD,JULIE ST,350.9211,36,Residential,AC Improved,12633.1596,Poor,476169.0516
SS-001513,25.62,69TH ST,SARANAC ST,MANDALAY RD,725.9238,36,Residential,AC Improved,26133.2568,Poor,669534.0392
SS-001515,79.93,69TH ST,DONNA WY,UNIVERSITY AV,1177.1874,32,Residential,AC Improved,37669.9968,Good,3010962.844
SS-001516,84.39,69TH ST,CELIA VISTA DR,DONNA WY,618.1374,32,Residential,AC Improved,19780.3968,Good,1669267.686
SS-001518,89.53,69TH ST,HANNIBAL PL,CELIA VISTA DR,256.0701,36,Residential,AC Improved,9218.5236,Good,825352.855
SS-001519,85.23,69TH ST,MARLOWE DR,HANNIBAL PL,672.1458,36,Residential,AC Improved,24197.2488,Good,2062428.304
SS-001520,38.42,69TH ST,VERONICA AV,MARLOWE DR,317.0395,36,Residential,AC Improved,11413.422,Poor,438503.6732
SS-001521,83.20,69TH ST,WAITE DR,VERONICA AV,253.0179,36,Residential,AC Improved,9108.6444,Good,757839.2141
SS-001522,78.71,69TH ST,ROCKLAND ST,WAITE DR,255.0704,18,Residential,AC Improved,4591.2672,Good,361387.8238
SS-001523,63.90,69TH ST,DUCHESS ST,ROCKLAND ST,250.0721,18,Residential,AC Improved,4501.2978,Fair,287623.9268
SS-001524,68.85,69TH ST,SUFFOLK DR,DUCHESS ST,254.0736,18,Residential,AC Improved,4573.3248,Fair,314855.1192
SS-001526,82.00,69TH ST,LIVINGSTON ST,SUFFOLK DR,172.0465,18,Residential,AC Improved,3096.837,Good,253940.634
SS-001527,18.53,69TH ST,WUNDERLIN AV,CITY BOUNDARY,241.0199,56,Residential,AC Unimproved,13497.1144,Poor,250101.5298
SS-001528,45.34,69TH ST,BROOKLYN AV,WUNDERLIN AV,504.0486,28,Residential,AC Improved,14113.3608,Fair,639956.2321
SS-001529,17.80,69TH ST,AKINS AV,BROOKLYN AV,213.021,28,Residential,AC Improved,5964.588,Poor,106169.6664
SS-001530,93.81,69TH ST,JAMACHA RD,IMPERIAL AV,535.6504,40,Collector,AC Improved,21426.016,Good,2009931.709
SS-001531,78.64,69TH ST,MADRONE AV,JAMACHA RD,690.7652,40,Collector,AC Improved,27630.608,Good,2172871.013
SS-001532,87.82,69TH ST,ELVADO WY,MADRONE AV,1245.8954,40,Collector,AC Improved,49835.816,Good,4376382.018
SS-001533,86.47,69TH ST,BENSON AV,ELVADO WY,219.1169,40,Residential,AC Improved,8764.676,Good,757899.0631
SS-001534,92.72,69TH ST,BENSON AV,BENSON AV,199.01,40,Residential,AC Improved,7960.4,Good,738120.1296
SS-001535,88.01,69TH ST,ELY CR,BENSON AV,283.016,40,Residential,AC Improved,11320.64,Good,996306.8851
SS-001536,90.73,69TH ST,SKYLINE DR,ELY CR,371.0053,40,Residential,AC Improved,14840.212,Good,1346393.074
SS-001537,44.29,69TH ST,MOHAWK ST,SARANAC ST,390.3895,36,Residential,AC Improved,14054.022,Fair,622480.7424
SS-001538,11.21,69TH ST,EL CAJON BL,MOHAWK ST,388.0648,36,Residential,AC Improved,13970.3328,Poor,156607.4307
SS-001539,16.33,69TH ST,AMHERST ST,EL CAJON BL,393.1152,40,Residential,AC Improved,15724.608,Poor,256782.8486
SS-001540,34.44,69TH ST,IMPERIAL AV,AKINS AV,165.4085,42,Collector,AC Improved,6947.157,Poor,239260.0871
SS-001541,67.76,70TH ST,BEGIN,AMHERST ST,567.3887,60,Collector,AC Improved,34043.322,Fair,2306911.672
SS-001542,53.21,70TH ST,ALVARADO RD,I-8 EB OFF RA,116.6152,48,Major,AC Improved,5597.5296,Fair,297844.55
SS-001543,53.15,70TH ST,MOHAWK ST,SARANAC ST,391.14,32,Major,AC Improved,12516.48,Fair,665200.8461
SS-001544,49.54,70TH ST,EL CAJON BL,MOHAWK ST,393.0446,32,Major,AC Improved,12577.4272,Fair,623136.0532
SS-001545,64.31,70TH ST,AMHERST ST,EL CAJON BL,392.1152,68,Major,AC Improved,26663.8336,Fair,1714697.811
SS-001546,23.17,71ST ST,LISBON ST,END,532.9285,30,Residential,AC Improved,15987.855,Poor,370438.6004
SS-001547,47.61,71ST ST,MOHAWK ST,SARANAC ST,386.0335,36,Residential,AC Improved,13897.206,Fair,661673.7721
SS-001548,23.50,71ST ST,EL CAJON BL,MOHAWK ST,391.0207,36,Collector,AC Improved,14076.7452,Poor,330859.8192
SS-001549,61.36,71ST ST,AMHERST ST,EL CAJON BL,390.046,40,Collector,AC Improved,15601.84,Fair,957266.495
SS-001550,26.42,72ND ST,MOHAWK ST,SARANAC ST,382.0341,36,Residential,AC Improved,13753.2276,Poor,363360.2732
SS-001551,48.42,72ND ST,EL CAJON BL,MOHAWK ST,390.0268,36,Collector,AC Improved,14040.9648,Fair,679863.5156
SS-001552,53.96,72ND ST,AMHERST ST,EL CAJON BL,390.0333,40,Residential,AC Improved,15601.332,Fair,841847.8747
SS-001553,13.00,73RD ST,MOHAWK ST,MOHAWK ST,124.0041,38,Residential,AC Improved,4712.1558,Poor,61258.0254
