seg_id,oci,street,street_from,street_to,seg_length_ft,seg_width_ft,func_class,pvm_class,area_sq_ft,oci_desc,oci_wt
SS-016060,79.70,LARGA CR,BEGIN,LARGA CT,773,36,Residential,AC Improved,27828,Good,2217780.288
SS-016061,19.63,LARGA CT,LARGA CR,END,121.5975,30,Residential,AC Improved,3647.925,Poor,71608.76775
SS-016064,70.14,LARK ST,W LEWIS ST,W MONTECITO WY,366.0013,40,Residential,AC Improved,14640.052,Good,1026911.807
SS-016065,46.56,LARK ST,FORT STOCKTON DR,W LEWIS ST,337.0018,40,Residential,AC Improved,13480.072,Fair,627632.1523
SS-016066,64.34,LARK ST,WASHINGTON PL,FORT STOCKTON DR,351.0014,40,Residential,AC Improved,14040.056,Fair,903337.203
SS-016068,61.30,LARK ST,W WALNUT AV,PUTERBAUGH ST,536.0036,22,Residential,PCC Jointed Concrete,11792.0792,Fair,722854.455
SS-016069,55.61,LARK ST,BEGIN,W WALNUT AV,202.0024,22,Residential,PCC Jointed Concrete,4444.0528,Fair,247124.8881
SS-016070,76.45,LARKDALE AV,LARKDALE PL,AFTON RD,317.0016,36,Residential,AC Improved,11412.0576,Good,872428.9794
SS-016071,70.53,LARKDALE AV,KRENZ ST,LARKDALE PL,590.0984,36,Residential,AC Improved,21243.5424,Good,1498349.533
SS-016072,29.80,LARKDALE AV,GREYLING DR,CABRILLO MESA DR,271.0167,36,Residential,AC Improved,9756.6012,Poor,290707.6894
SS-016073,21.22,LARKDALE AV,CABRILLO MESA DR,CHAUNCEY DR,251.9504,36,Residential,AC Improved,9070.2144,Poor,192469.9496
SS-016074,59.39,LARKDALE AV,NEVA AV,MACAWA AV,310.1764,36,Residential,AC Improved,11166.3504,Fair,663191.883
SS-016075,68.87,LARKDALE AV,AFTON RD,CHATELAIN PL,993.9924,36,Residential,AC Improved,35783.7264,Fair,2464568.372
SS-016076,50.73,LARKDALE AV,MURRAY RIDGE RD,GREYLING DR,502.0924,36,Residential,AC Improved,18075.3264,Fair,917033.6096
SS-016077,96.84,LARKDALE AV,MACAWA AV,SEDERSTROM WY,284.9179,36,Residential,AC Improved,10257.0444,Good,993292.1797
SS-016079,64.48,LARKFIELD CT,BANFIELD LN,END,313.5642,36,Residential,AC Improved,11288.3112,Fair,727892.8828
SS-016080,87.04,LARKIN PL,ROHR PL,MOBLEY ST,466.067,30,Residential,AC Improved,13982.01,Good,1216994.15
SS-016081,78.04,LARKIN PL,GERALDINE PL,ROHR PL,283.452,33,Residential,AC Improved,9353.916,Good,729979.6046
SS-016082,75.18,LARKIN PL,KEIR ST,GERALDINE PL,611.8352,36,Residential,AC Improved,22026.0672,Good,1655919.732
SS-016083,82.28,LARKIN PL,WALKER CT,KEIR ST,247.0128,36,Residential,AC Improved,8892.4608,Good,731671.6746
SS-016084,82.04,LARKIN PL,DOLLY PL,WALKER CT,985.0563,36,Residential,AC Improved,35462.0268,Good,2909162.831
SS-016085,85.29,LARKIN PL,WINEN WY,DOLLY PL,643.6226,36,Residential,AC Improved,23170.4136,Good,1976111.894
SS-016086,83.38,LARKSPUR ST,SEASIDE ST,WEST POINT LOMA BL,765.6005,30,Residential,PCC Jointed Concrete,22968.015,Good,1915073.091
SS-016087,75.52,LARMIER CR,BEGIN,POCHE PT,232.0371,32,Residential,AC Improved,7425.1872,Good,560779.8381
SS-016088,86.81,LARMIER CR,POCHE PT,SPRING CANYON RD,586.3546,32,Residential,AC Improved,18763.3472,Good,1628808.644
SS-016089,60.71,LARRABEE AV,LARRABEE PL,RONDA AV,414.5511,36,Residential,AC Improved,14923.8396,Fair,905966.6068
SS-016090,65.50,LARRABEE AV,PALACE DR,LARRABEE PL,266.1014,36,Residential,AC Improved,9579.6504,Fair,627447.9419
SS-016091,66.00,LARRABEE AV,HARCOURT DR,PALACE DR,254.9218,36,Residential,AC Improved,9177.1848,Fair,605694.1968
SS-016092,58.00,LARRABEE PL,BEGIN,LARRABEE AV,161.7715,36,Residential,AC Improved,5823.774,Fair,337778.892
SS-016093,56.23,LARWOOD RD,DIMARINO ST,CITY BOUNDARY,633.7877,36,Residential,AC Improved,22816.3572,Fair,1282963.765
SS-016094,78.45,LARWOOD RD,BEGIN,DIMARINO ST,174,36,Residential,AC Improved,6264,Good,491410.8
SS-016095,68.87,LAS ALTURAS TR,SAN MATEO DR,SAN MATEO DR,1136.1397,30,Residential,AC Improved,34084.191,Fair,2347241.897
SS-016096,64.13,LAS ANIMAS WY,VELMA TR,S SAN JACINTO DR,201.0003,30,Residential,AC Improved,6030.009,Fair,386692.4172
SS-016097,46.94,LAS ANIMAS WY,BEGIN,VELMA TR,375.0467,30,Residential,AC Improved,11251.401,Fair,528140.7629
SS-016098,98.00,LAS BUJIAS CT,BEGIN,VIA DEL BARDO,199.0627,30,Residential,AC Improved,5971.881,Good,585244.338
SS-016099,82.00,LAS CONICAS,BEGIN,VIA DEL VALEDOR,136.3562,30,Residential,AC Improved,4090.686,Good,335436.252
SS-016100,91.43,LAS FLORES ST,ELK ST,DREAM ST,250,36,Residential,AC Improved,9000,Good,822834
SS-016101,86.56,LAS FLORES ST,CHURCHWARD ST,ELK ST,257,36,Residential,AC Improved,9252,Good,800890.128
SS-016102,52.40,LAS FLORES TR,CHURCHWARD ST,TRINIDAD WY,732.3236,30,Residential,AC Improved,21969.708,Fair,1151256.639
SS-016103,65.63,LAS FLORES TR,TRINIDAD WY,SAN ONOFRE TR,436.0927,30,Residential,AC Improved,13082.781,Fair,858596.7515
SS-016104,80.31,LAS FLORES TR,SAN ONOFRE TR,MIRA FLORES DR,379.0846,30,Residential,AC Improved,11372.538,Good,913305.7817
SS-016105,93.40,LAS FLORES TR,MIRA FLORES DR,OLVERA AV,276.065,30,Residential,AC Improved,8281.95,Good,773534.13
SS-016106,86.05,LAS LIDIA CT,BEGIN,BRANDYWOOD ST,522.7483,30,Residential,AC Improved,15682.449,Good,1349443.372
SS-016107,68.77,LAS LOMAS ST,UDALL ST,VOLTAIRE ST,259.0203,30,Local,AC Improved,7770.609,Fair,534415.8634
SS-016108,81.55,LAS PALMAS CV,BEGIN,PORTOFINO DR,225.0933,30,Residential,AC Improved,6752.799,Good,550717.7696
SS-016109,58.93,LASHLEE LN,BEGIN,PADRE TULLIO DR,247.1297,30,Local,AC Improved,7413.891,Fair,436900.5966
SS-016112,86.72,LASSIE LN,TOWSER ST,SKIPPER ST,441,36,Residential,AC Improved,15876,Good,1376766.72
SS-016113,93.70,LATIMER CT,LATIMER ST,END,175.8239,30,Residential,AC Improved,5274.717,Good,494240.9829
SS-016114,82.21,LATIMER ST,FLIPPER DR,FENNELL AV,625.3663,36,Residential,AC Improved,22513.1868,Good,1850719.034
SS-016115,95.38,LATIMER ST,LATIMER CT,FLIPPER DR,319.0014,40,Residential,AC Improved,12760.056,Good,1217105.182
SS-016116,88.26,LATIMER ST,KENYATTA DR,LATIMER CT,170.7277,40,Residential,AC Improved,6829.108,Good,602764.3885
SS-016117,87.54,LATIMER ST,S VALENCIA PY,KENYATTA DR,191.2233,40,Residential,AC Improved,7648.932,Good,669618.103
SS-016118,9.16,LATROBE CR,BARNEY ST,GUNZAN ST,152.7417,30,Residential,AC Improved,4582.251,Poor,41973.41916
SS-016119,63.85,LATROBE CR,BARNEY ST,BARNEY ST,1124.7696,36,Residential,AC Improved,40491.7056,Fair,2585476.386
SS-016120,68.20,LAUDER ST,RANCHO DR,SEA BREEZE DR,659.6621,30,Residential,AC Improved,19789.863,Fair,1349668.657
SS-016121,67.27,LAURA CT,LAURA ST,END,489.2504,30,Residential,AC Improved,14677.512,Fair,987385.5873
SS-016122,71.14,LAURA CT,BEGIN,LAURA ST,274.0892,30,Residential,AC Improved,8222.676,Good,584961.1706
SS-016123,71.95,LAURA ST,PRINCESS VIEW DR,LAURA CT,432.7191,36,Residential,AC Improved,15577.8876,Good,1120797.857
SS-016125,72.75,LAUREL ST,56TH ST,56TH ST,234.6608,40,Residential,PCC Jointed Concrete,9386.432,Good,682862.928
SS-016126,58.03,LAUREL ST,CAPITAN AV,DULZURA AV,256.1235,40,Residential,AC Improved,10244.94,Fair,594554.848
SS-016127,77.26,LAUREL ST,SAN MARCOS AV,CAPITAN AV,330.204,40,Residential,AC Improved,13208.16,Good,1020488.858
SS-016128,87.47,LAUREL ST,BALBOA VISTA DR,56TH ST,215.337,40,Residential,PCC Jointed Concrete,8613.48,Good,753421.0956
SS-016129,98.00,LAUREL ST,29TH ST,30TH ST,681.6067,30,Residential,PCC Jointed Concrete,20448.201,Good,2003923.698
SS-016130,70.07,LAUREL ST,DULZURA AV,PAMO AV,273.8493,40,Residential,AC Improved,10953.972,Good,767566.726
SS-016131,75.01,LAUREL ST,PAMO AV,32ND ST,271.7161,40,Residential,AC Improved,10868.644,Good,815300.461
SS-016133,91.00,LAUREL ST,BANCROFT ST,33RD ST,277.0651,40,Residential,AC Improved,11082.604,Good,1008516.964
SS-016134,85.07,LAUREL ST,33RD ST,FELTON ST,282.0639,30,Residential,AC Improved,8461.917,Good,719855.2792
SS-016137,72.88,LAUREL ST,BALBOA VISTA DR,BALBOA VISTA DR,193.4491,40,Residential,PCC Jointed Concrete,7737.964,Good,563942.8163
SS-016138,83.98,LAUREL ST,01ST AV,02ND AV,280.0019,52,Collector,AC Improved,14560.0988,Good,1222815.338
SS-016139,92.60,LAUREL ST,02ND AV,03RD AV,279.9998,52,Collector,AC Improved,14559.9896,Good,1348284.157
SS-016140,81.04,LAUREL ST,03RD AV,04TH AV,282.0019,52,Collector,AC Improved,14664.0988,Good,1188319.91
SS-016141,78.33,LAUREL ST,04TH AV,05TH AV,280.0019,52,Collector,AC Improved,14560.0988,Good,1140521.659
SS-016142,93.00,LAUREL ST,05TH AV,06TH AV,273.9998,52,Collector,AC Improved,14247.9896,Good,1325063.033
SS-016143,58.00,LAUREL ST,55TH ST,BALBOA VISTA DR,183.3931,40,Residential,PCC Jointed Concrete,7335.724,Fair,425471.992
SS-016144,92.00,LAUREL ST,RIDGE VIEW DR,BAILY AV,311,30,Residential,AC Improved,9330,Good,858360
SS-016146,88.50,LAUREL ST,30TH ST,SAN MARCOS AV,350.4732,40,Residential,AC Improved,14018.928,Good,1240675.128
SS-016147,59.43,LAUREL ST,SUMAC DR,FAIRMOUNT AV,413.4274,36,Local,AC Improved,14883.3864,Fair,884579.1873
SS-016148,67.96,LAUREL ST,44TH ST,LAURIE LN,167,36,Residential,AC Improved,6012,Fair,408551.472
SS-016149,64.58,LAUREL ST,LAURIE LN,HIGHLAND AV,167,36,Residential,AC Improved,6012,Fair,388254.96
SS-016153,37.12,LAUREL ST,EUCLID AV,INDIANAPOLIS AV,288.0626,40,Residential,PCC Jointed Concrete,11522.504,Poor,427715.3485
SS-016154,80.78,LAUREL ST,INDIANAPOLIS AV,ELKHART ST,424,24,Residential,AC Improved,10176,Good,821976.576
SS-016155,82.92,LAUREL ST,52ND ST,BALSA ST,952.1518,40,Residential,AC Improved,38086.072,Good,3158097.09
SS-016156,85.36,LAUREL ST,BALSA ST,54TH (W FTG) RD,225.5447,40,Residential,AC Improved,9021.788,Good,770135.9108
SS-016157,91.00,LAUREL ST,54TH (W FTG) RD,54TH ST,68.9639,40,Residential,AC Improved,2758.556,Good,251028.596
SS-016158,90.00,LAUREL ST,32ND ST,BANCROFT ST,278.1358,40,Residential,AC Improved,11125.432,Good,1001288.88
SS-016159,56.98,LAUREL ST,COMMONWEALTH AV,BOUNDARY ST,341.0728,30,Residential,AC Improved,10232.184,Fair,583029.8443
SS-016160,91.00,LAUREL ST,34TH ST,END,90,12,Residential,AC Unimproved,1080,Good,98280
SS-016161,71.40,LAUREL ST,FAIRMOUNT AV,END,181.6227,40,Local,AC Improved,7264.908,Good,518714.4312
SS-016162,69.90,LAUREL ST,BLACKTON DR,55TH ST,492.1995,40,Residential,AC Improved,19687.98,Fair,1376111.05
SS-016163,83.54,LAUREL ST,54TH ST,BLACKTON DR,360.8404,40,Residential,AC Improved,14433.616,Good,1205784.281
SS-016164,69.38,LAURELHURST CT,BEGIN,KITE HILL LN,332,30,Residential,AC Improved,9960,Fair,691064.64
SS-016165,72.77,LAURELRIDGE CT,LAURELRIDGE RD,END,301.5538,30,Residential,AC Improved,9046.614,Good,658285.9143
SS-016166,85.80,LAURELRIDGE RD,CIBOLA RD,SUMMIT RIDGE WY,267.1873,40,Residential,AC Improved,10687.492,Good,916986.8136
SS-016167,80.80,LAURELRIDGE RD,LAURELRIDGE CT,HIGH COUNTRY CT,143.3877,36,Residential,AC Improved,5161.9572,Good,417065.4939
SS-016168,74.67,LAURELRIDGE RD,MTN TOP CT,RIDGE ROUTE RD,435.73,36,Residential,AC Improved,15686.28,Good,1171325.9
SS-016169,79.87,LAURELRIDGE RD,HIGH COUNTRY CT,CLEAR SKY TR,154.4929,36,Residential,AC Improved,5561.7444,Good,444205.4017
SS-016170,66.13,LAURELRIDGE RD,CLEAR SKY TR,MTN TOP CT,294.8337,36,Residential,AC Improved,10614.0132,Fair,701947.149
SS-016171,68.64,LAURELRIDGE RD,OFRIA AV,CIBOLA RD,1132.6693,40,Residential,AC Improved,45306.772,Fair,3110038.057
SS-016172,76.11,LAURELRIDGE RD,PARK RIDGE BL,OFRIA AV,981.6934,40,Residential,AC Improved,39267.736,Good,2988745.922
SS-016173,75.50,LAURELRIDGE RD,SUMMIT RIDGE WY,LAURELRIDGE CT,225.9428,40,Residential,AC Improved,9037.712,Good,682383.4068
SS-016174,87.50,LAURENTIAN DR,MEDIATRICE LN,PVT RD,73,40,Residential,AC Improved,2920,Good,255500
SS-016175,68.58,LAURENTIAN DR,MARIANOPOLIS WY,MEDIATRICE LN,208,56,Residential,AC Improved,11648,Fair,798819.84
SS-016176,72.13,LAURENTIAN DR,STARGAZE AV,MARIANOPOLIS WY,411.1815,56,Residential,AC Improved,23026.164,Good,1660877.209
SS-016177,100.00,LAURENTIAN DR,MENNONITE PT,STARGAZE AV,251.2944,56,Residential,AC Improved,14072.4864,Good,1407248.64
SS-016178,66.53,LAURENTIAN DR,LETHBRIDGE WY,MENNONITE PT,808.7273,36,Residential,AC Improved,29114.1828,Fair,1936966.582
SS-016179,51.11,LAURENTIAN DR,BEGIN,LETHBRIDGE WY,95.8197,40,Residential,AC Improved,3832.788,Fair,195893.7947
SS-016180,56.61,LAURETTA ST,GOSHEN ST,HUENEME ST,509.5694,40,Residential,AC Improved,20382.776,Fair,1153909.715
SS-016181,92.00,LAURETTA ST,EUREKA ST,GOSHEN ST,446.2654,40,Residential,AC Improved,17850.616,Good,1642256.672
SS-016182,74.93,LAURETTA ST,COLUSA ST,EUREKA ST,501.0998,40,Residential,AC Improved,20043.992,Good,1501896.321
SS-016183,81.84,LAURETTA ST,BENICIA ST,COLUSA ST,463.7425,40,Residential,AC Improved,18549.7,Good,1518107.448
SS-016184,74.92,LAURETTA ST,AZUSA ST,BENICIA ST,463.0259,40,Residential,AC Improved,18521.036,Good,1387670.101
SS-016185,86.20,LAURETTA ST,MOLLIE ST,AZUSA ST,460.1237,40,Residential,AC Improved,18404.948,Good,1586506.518
SS-016186,62.38,LAURIE LN,BEGIN,LAUREL ST,568.5168,30,Residential,AC Improved,17055.504,Fair,1063854.118
SS-016187,78.05,LAURINDA PL,JOCELYN ST,END,304.5735,30,Residential,AC Improved,9137.205,Good,713177.1247
SS-016188,86.85,LAURINDA PL,RIDGE VIEW DR,JOCELYN ST,220.4134,30,Residential,AC Improved,6612.402,Good,574287.1137
SS-016189,57.50,LAURISTON DR,SEWELL AV,ELROSE DR,611.2917,36,Local,AC Improved,22006.5012,Fair,1265373.819
SS-016190,57.75,LAURISTON DR,ELROSE DR,END,329.5601,30,Local,AC Improved,9886.803,Fair,570962.8733
SS-016191,29.42,LAUSANNE DR,JACMAR AV,CADMAN ST,266.5462,40,Residential,AC Improved,10661.848,Poor,313671.5682
SS-016192,93.40,LAUSANNE DR,S LAUSANNE DR,GRIBBLE ST,250.3379,58,Residential,AC Improved,14519.5982,Good,1356188.55
SS-016193,88.98,LAUSANNE DR,LE CONTE ST,END,1485.1667,40,Residential,AC Improved,59406.668,Good,5286005.319
SS-016194,96.64,LAUSANNE DR,GRIBBLE ST,LE CONTE ST,306.4181,40,Residential,AC Improved,12256.724,Good,1184489.807
SS-016195,69.35,LAW ST,LAMONT ST,ACADEMY ST,860.0863,40,Local,AC Improved,34403.452,Fair,2385879.396
SS-016196,63.58,LAW ST,KENDALL ST,LAMONT ST,577.9635,40,Local,AC Improved,23118.54,Fair,1469923.01
SS-016197,67.46,LAW ST,JEWELL ST,KENDALL ST,582.5709,40,Local,AC Improved,23302.836,Fair,1571962.711
SS-016198,80.52,LAW ST,INGRAHAM ST,JEWELL ST,598.8206,40,Residential,AC Improved,23952.824,Good,1928585.577
SS-016199,60.42,LAW ST,HAINES ST,INGRAHAM ST,581.3578,40,Residential,AC Improved,23254.312,Fair,1405025.531
SS-016200,21.31,LAW ST,GRESHAM ST,HAINES ST,578.4481,40,Residential,AC Improved,23137.924,Poor,493069.1604
SS-016201,48.79,LAW ST,FANUEL ST,GRESHAM ST,582.328,40,Residential,PCC Jointed Concrete,23293.12,Fair,1136471.325
SS-016202,59.88,LAW ST,EVERTS ST,FANUEL ST,579.6622,40,Residential,PCC Jointed Concrete,23186.488,Fair,1388453.274
SS-016203,58.84,LAW ST,DAWES ST,EVERTS ST,576.5083,40,Local,AC Improved,23060.332,Fair,1356869.935
SS-016204,67.52,LAW ST,CASS ST,DAWES ST,582.3283,40,Local,AC Improved,23293.132,Fair,1572659.1
SS-016205,57.62,LAW ST,BAYARD ST,CASS ST,576.2645,40,Residential,PCC Jointed Concrete,23050.58,Fair,1328174.42
SS-016206,62.49,LAW ST,MISSION BL,BAYARD ST,582.328,40,Residential,PCC Jointed Concrete,23293.12,Fair,1455587.069
SS-016207,43.49,LAW ST,DIXIE DR,MISSION BL,268.7324,40,Residential,PCC Jointed Concrete,10749.296,Fair,467486.883
SS-016208,47.29,LAW ST,OCEAN BL,DIXIE DR,302.0319,40,Residential,PCC Jointed Concrete,12081.276,Fair,571323.542
SS-016209,38.58,LAWNDALE ST,QUADRA AV,WARDLOW AV,877.5598,36,Residential,AC Improved,31592.1528,Poor,1218825.255
SS-016210,78.20,LAWRENCE ST,SAN ELIJO ST,SAN FERNANDO ST,351.757,25,Residential,AC Improved,8793.925,Good,687720.1107
SS-016211,84.09,LAWRENCE ST,ROSECRANS ST,SAN ELIJO ST,350.7822,25,Residential,AC Improved,8769.555,Good,737449.4191
SS-016212,77.43,LAWRENCE ST,SAN ANTONIO AV,ROSECRANS ST,374.541,30,Residential,AC Improved,11236.23,Good,870043.7614
SS-016213,53.76,LAWRENCE ST,BEGIN,SAN ANTONIO AV,76.5231,24,Residential,AC Improved,1836.5544,Fair,98740.51076
SS-016214,94.34,LAYLA CT,KOSTNER DR,END,600,30,Residential,AC Improved,18000,Good,1698192
SS-016215,89.01,LAYLA WY,KOSTNER DR,END,474,30,Residential,AC Improved,14220,Good,1265750.64
SS-016216,82.48,LAZY CLOUDS PT,HIGH WINDS WY,END,170.4545,30,Residential,AC Improved,5113.635,Good,421772.6148
SS-016219,82.41,LE CONTE ST,DOLO ST,LAUSANNE DR,263.228,36,Collector,AC Improved,9476.208,Good,780915.3489
SS-016220,60.90,LE MAY AV,LINDBERGH ST,CHANUTE ST,647.0495,36,Local,AC Improved,23293.782,Fair,1418591.324
SS-016221,100.00,LEA ST,CHOLLAS PY,54TH ST,93.0485,36,Collector,AC Improved,3349.746,Good,334974.6
SS-016222,76.49,LEA ST,STREAMVIEW DR,CHOLLAS PY,224.0802,36,Collector,AC Improved,8066.8872,Good,617003.9344
SS-016223,78.08,LEA ST,KNOXIE ST,STREAMVIEW DR,735.5499,36,Residential,AC Improved,26479.7964,Good,2067542.503
SS-016224,59.44,LEA ST,HONDO ST,KNOXIE ST,277.0856,36,Residential,AC Improved,9975.0816,Fair,592878.95
SS-016225,41.14,LEA ST,54TH ST,END,1010.894,40,Residential,AC Improved,40435.76,Fair,1663365.423
SS-016226,36.67,LEAF CT,LEAF TR,END,372.8394,30,Residential,AC Improved,11185.182,Poor,410160.6239
SS-016227,18.89,LEAF TR,BEGIN,LEAF CT,130.0001,36,Residential,AC Improved,4680.0036,Poor,88405.268
SS-016228,48.41,LEAF TR,LEAF CT,VARNEY DR,296.373,36,Residential,AC Improved,10669.428,Fair,516464.3318
SS-016229,48.40,LEAF TR,VARNEY DR,VADO WY,449.1523,36,Residential,AC Improved,16169.4828,Fair,782538.2896
SS-016230,27.87,LEAF TR,VADO WY,END,554.3591,30,Residential,AC Improved,16630.773,Poor,463499.6435
SS-016231,64.15,LEAFWOOD PL,BEGIN,RANCH VIEW DR,420.6404,30,Residential,AC Improved,12619.212,Fair,809522.4498
SS-016233,56.14,LEAST TERN CT,BEGIN,PARK VILLAGE RD,290.7298,36,Residential,AC Improved,10466.2728,Fair,587576.555
SS-016234,50.19,LEATHERS ST,MURAT ST,END,769.7474,36,Residential,AC Improved,27710.9064,Fair,1390699.549
SS-016235,34.87,LEATHERS ST,BEGIN,ARIANE DR,112.3789,36,Residential,AC Improved,4045.6404,Poor,141071.4807
SS-016236,65.96,LEATHERS ST,ARIANE DR,MURAT ST,1472.9351,36,Residential,AC Improved,53025.6636,Fair,3497572.771
SS-016237,42.47,LEATHERWOOD ST,QUADRA AV,WARDLOW AV,936.9508,36,Residential,AC Improved,33730.2288,Fair,1432522.817
SS-016239,75.16,LEBON DR,UNIVERSITY CENTER LN,LA JOLLA VILLAGE DR,482.7531,65,Collector,AC Improved,31378.9515,Good,2358567.511
SS-016240,68.07,LEBON DR,NOBEL DR,UNIVERSITY CENTER LN,550.1044,70,Collector,AC Improved,38507.308,Fair,2621269.47
SS-016241,71.88,LEBON DR,CHARMANT DR,NOBEL DR,1259.3654,60,Collector,AC Improved,75561.924,Good,5431693.345
SS-016242,40.96,LEDGEWOOD LN,LEDGEWOOD PL,DUNWOOD WY,830.0359,36,Residential,AC Improved,29881.2924,Fair,1223997.499
SS-016243,30.54,LEDGEWOOD LN,DUNWOOD WY,BROOKHAVEN RD,314.7484,36,Collector,AC Improved,11330.9424,Poor,346046.9809
SS-016244,47.25,LEDGEWOOD PL,RIDGECREST DR,LEDGEWOOD LN,246.739,28,Collector,AC Improved,6908.692,Fair,326435.697
SS-016249,89.51,LEGACY CANYON PL,EASTVIEW CANYON WY,LEGACY RD,749.5043,32,Residential,AC Improved,23984.1376,Good,2146868.125
SS-016250,89.16,LEGACY CANYON PL,BEGIN,EASTVIEW CANYON WY,169.5752,32,Residential,AC Improved,5426.4064,Good,483818.3946
SS-016251,83.56,LEGACY PL,BEGIN,LEGACY TR,234.9002,26,Residential,AC Improved,6107.4052,Good,510334.7785
SS-016252,90.28,LEGACY RD,EASTVIEW CT,SWAN CANYON RD,180.979,32,Residential,AC Improved,5791.328,Good,522841.0918
SS-016253,93.01,LEGACY RD,SWAN CANYON RD,EASTVIEW PT,255.5192,36,Residential,AC Improved,9198.6912,Good,855551.8711
SS-016254,88.66,LEGACY RD,EASTVIEW PT,LEGACY CANYON PL,322.8697,36,Residential,AC Improved,11623.3092,Good,1030569.087
SS-016255,95.50,LEGACY RD,LEGACY TR,EASTRIDGE PL,256.4033,40,Residential,AC Improved,10256.132,Good,979501.6305
SS-016256,96.58,LEGACY RD,LEGACY CANYON PL,LEGACY TR,269.1274,36,Residential,AC Improved,9688.5864,Good,935684.9202
SS-016257,89.06,LEGACY RD,EASTRIDGE PL,POMERADO RD,287.5943,40,Residential,AC Improved,11503.772,Good,1024525.934
SS-016258,91.44,LEGACY TR,LEGACY PL,LEGACY RD,329.1507,32,Residential,AC Improved,10532.8224,Good,963079.149
SS-016259,92.23,LEGACY TR,EASTVIEW CANYON WY,LEGACY PL,647.976,32,Residential,AC Improved,20735.232,Good,1912410.447
SS-016260,89.13,LEGACY TR,BEGIN,EASTVIEW CANYON WY,219.2442,32,Residential,AC Improved,7015.8144,Good,625319.5375
SS-016262,66.09,LEGHORN AV,S 66TH ST,SKYLINE DR,454.0702,30,Residential,AC Improved,13622.106,Fair,900284.9855
SS-016263,69.41,LEGHORN AV,SKYLINE DR,VARNEY DR,1305.1286,40,Residential,AC Improved,52205.144,Fair,3623559.045
SS-016265,57.77,LEHIGH ST,MORENA BL,TONOPAH AV,589.8114,36,Local,AC Improved,21233.2104,Fair,1226642.565
SS-016266,63.50,LEHRER DR,BAXTER ST,DIANE AV,924.2387,36,Residential,AC Improved,33272.5932,Fair,2112942.759
SS-016267,56.84,LEHRER DR,MILLWOOD RD,REBEL RD,259.0484,36,Residential,AC Improved,9325.7424,Fair,530093.8495
SS-016268,46.35,LEHRER DR,REBEL RD,CONSTITUTION RD,254.0707,36,Residential,AC Improved,9146.5452,Fair,423978.9562
SS-016269,46.75,LEHRER DR,CONSTITUTION RD,FRINK AV,262.0688,36,Residential,AC Improved,9434.4768,Fair,441099.5283
SS-016270,60.36,LEHRER DR,FRINK AV,BAXTER ST,756.1388,36,Residential,AC Improved,27220.9968,Fair,1643004.925
SS-016271,80.09,LEHRER DR,DIANE AV,DAWNE ST,778.9619,36,Residential,AC Improved,28042.6284,Good,2245821.938
SS-016272,57.70,LEHRER DR,UNIONTOWN RD,MILLWOOD RD,178.6166,36,Residential,AC Improved,6430.1976,Fair,370996.6807
SS-016273,88.47,LEHRER DR,KILKEE ST,LIMERICK AV,547.0621,36,Residential,AC Improved,19694.2356,Good,1742427.8
SS-016274,37.90,LEHRER DR,LIMERICK AV,ROSCREA AV,699.5383,40,Residential,AC Improved,27981.532,Poor,1060556.026
SS-016275,30.59,LEHRER DR,ROSCREA AV,ARVINELS AV,265.0171,40,Residential,AC Improved,10600.684,Poor,324296.1249
SS-016276,73.47,LEHRER DR,DAWNE ST,END,122.8007,36,Residential,AC Improved,4420.8252,Good,324806.8691
SS-016277,39.08,LEHRER DR,APPLETON ST,UNIONTOWN RD,177.364,36,Residential,AC Improved,6385.104,Poor,249542.6345
SS-016278,85.73,LEICESTER ST,LEICESTER WY,FONTAINE ST,679.6609,36,Residential,AC Improved,24467.7924,Good,2097672.778
SS-016279,75.64,LEICESTER WY,51ST ST,LEICESTER ST,350.6536,36,Residential,AC Improved,12623.5296,Good,954843.7789
SS-016280,90.00,LEIGHTON CT,BEGIN,FUJI ST,180,36,Residential,AC Improved,6480,Good,583200
SS-016281,69.54,LEIGHTON CT,FUJI ST,JAMIE AV,192,36,Residential,AC Improved,6912,Fair,480632.832
SS-016282,86.26,LEIGHTON CT,JAMIE AV,END,498,36,Residential,AC Improved,17928,Good,1546433.424
SS-016283,76.80,LEILANI WY,MOLOKAI WY,POIPU WY,278.0073,36,Residential,AC Improved,10008.2628,Good,768634.583
SS-016284,71.84,LEILANI WY,POIPU WY,WAILEA WY,254.008,36,Residential,AC Improved,9144.288,Good,656943.9385
SS-016285,87.30,LEILANI WY,WAILEA WY,MABUHAY WY,547.452,36,Residential,AC Improved,19708.272,Good,1720532.146
SS-016286,78.74,LELAND ST,POINSETTIA DR,WORDEN ST,510.5084,40,Prime,AC Improved,20420.336,Good,1607978.938
SS-016287,86.98,LELAND ST,CALYPSO PL,POINSETTIA DR,256.4,40,Prime,AC Improved,10256,Good,892025.856
SS-016288,90.34,LELAND ST,MARQUETTE ST,CALYPSO PL,256.9065,40,Prime,AC Improved,10276.26,Good,928377.8809
SS-016289,84.06,LELAND ST,KEMPER ST,MARQUETTE ST,649.1264,40,Prime,AC Improved,25965.056,Good,2182674.537
SS-016290,79.42,LEMA WY,PLAYER DR,CASPER DR,272.9233,30,Residential,AC Improved,8187.699,Good,650234.3038
SS-016291,84.27,LEMARAND AV,MERIDIAN AV,NOUGHT ST,298,36,Residential,AC Improved,10728,Good,904027.104
